name,ra,dec,diameter,mag,alias
NGC5828B,225.19125,49.993333,0.6,13.6,NGC5828
NGC5829,225.675,23.333333,1.7,13.4,
NGC5830,225.462495,47.875833,1,14.2,
NGC5831,226.02834,1.22,2.1,11.5,
NGC5832,224.44041,71.681389,3.6,12.1,
NGC5833,227.975415,-72.858889,2.1,12,
NGC5834,225.99375,-33.067222,7.4,9.1,NGC5824
NGC5835,225.605415,48.878056,1.1,14.4,
NGC5836,224.87958,73.893056,1.2,13.9,
NGC5837,226.16916,12.633889,1,14,
NGC5838,226.35834,2.098889,4.2,10.9,
NGC5839,226.36416,1.634444,1.3,12.7,
NGC5840,226.085415,29.506111,,,
NGC5841,226.645005,2.005,1.1,13.8,NGC5848
NGC5842,226.217085,21.070278,0.4,14.3,
NGC5843,226.865835,-36.328333,1.9,12.2,
NGC5844,227.66958,-64.672778,1.22,,
NGC5845,226.502505,1.633611,0.7,12.5,
NGC5846,226.62084,1.605278,4,10,
NGC5846A,226.621245,1.594444,0.5,12.8,
NGC5847,226.592505,6.379722,0.7,14.9,
NGC5848,226.645005,2.005,1.1,13.8,NGC5841
NGC5849,226.71084,-14.571111,0.9,13.9,
NGC5850,226.78125,1.544167,4.5,10.8,
NGC5851,226.72209,12.858056,1,14.1,
NGC5852,226.734585,12.8475,1.1,13.6,
NGC5853,226.471665,39.522778,1.5,13.7,
NGC5854,226.948335,2.568611,2.7,11.9,
NGC5855,226.95375,3.984722,0.4,14.5,
NGC5856,226.83459,18.442222,,,
NGC5857,226.86375,19.598333,1.2,13.1,
NGC5858,227.20458,-11.208056,1.5,12.4,
NGC5859,226.895415,19.581944,3,12.5,
NGC5860,226.640415,42.641944,0.9,13.2,
NGC5861,227.3175,-11.322222,3,11.6,
NGC5862,226.513335,55.574444,0.5,14.8,
NGC5863,227.701245,-18.431111,1.4,12.9,
NGC5864,227.38959,3.053333,2.8,11.8,
NGC5865,227.454585,0.530278,1.1,13.4,NGC5868
NGC5866,226.622505,55.763611,6.5,9.9,M102
NGC5866A,226.31709,55.8275,0.5,15.5,
NGC5866B,228.03,55.785278,2.7,14.6,
NGC5867,226.60125,55.731667,0.2,15.5,
NGC5868,227.454585,0.530278,1.1,13.4,NGC5865
NGC5869,227.45583,0.470278,2.3,11.9,
NGC5870,226.640415,55.479167,1.2,14.4,NGC5826
NGC5871,227.52,0.4975,,,
NGC5872,227.731665,-11.479444,1.5,12.6,
NGC5873,228.211245,-38.125278,0.22,11,
NGC5874,226.966245,54.752778,2.3,12.5,
NGC5875,227.304585,52.528056,2.3,12.4,
NGC5875A,227.139585,52.296111,0.5,13.3,
NGC5876,227.38083,54.506389,2.4,12.7,IC1111
NGC5877,228.22125,-4.924167,,,
NGC5878,228.440415,-14.270278,3.5,11.5,
NGC5879,227.445,57.000556,4.2,11.6,
NGC5880,228.75417,-14.578333,0.7,14.1,
NGC5881,226.58583,62.980556,0.8,13.4,IC1100
NGC5882,229.20834,-45.648889,0.33,9.4,IC1108
NGC5883,228.79209,-14.616389,0.9,13.6,
NGC5884,228.28833,31.862222,,,
NGC5885,228.767505,-10.085833,3.5,11.8,
NGC5886,228.189165,41.233889,0.9,14.1,
NGC5887,228.68292,1.154722,1.2,13.4,
NGC5888,228.28083,41.264444,1.3,13.4,
NGC5889,228.31542,41.327778,0.9,15.4,
NGC5890,229.46292,-17.588611,1.3,12.7,
NGC5891,229.054995,-11.493889,0.8,13.8,
NGC5892,228.45042,-15.464167,3.6,11.7,
NGC5893,228.39291,41.959167,1.2,13.1,
NGC5894,227.92041,59.808611,3,12.8,
NGC5895,228.458745,42.007778,0.9,14.2,
NGC5896,228.46083,42.025,0.3,15.3,
NGC5897,229.352085,-21.009722,11,8.4,
NGC5898,229.55667,-24.0975,2.7,11.4,
NGC5899,228.763755,42.049722,3.3,11.7,
NGC5900,228.77166,42.209444,1.7,14,
NGC5901,229.692915,41.886667,0.7,15.7,NGC5914B2
NGC5902,228.59292,50.330278,1.1,13.2,
NGC5903,229.652085,-24.068333,2.7,11.2,
NGC5904,229.640835,2.083333,23,5.7,M5
NGC5905,228.84708,55.517778,4,11.7,
NGC5906,228.96708,56.330556,0.1,14.5,
NGC5907,228.97416,56.330278,12.6,10.3,
NGC5908,229.179585,55.409444,3.3,11.8,
NGC5909,227.866245,75.384444,1.1,13.8,
NGC5910_1,229.85292,20.896111,0.7,13.6,
NGC5910_2,229.850835,20.891389,0.4,15.2,
NGC5911,230.075415,3.518889,0.8,13.9,
NGC5912,227.918745,75.384722,1.2,13.8,
NGC5913,230.23125,-2.578333,1.6,13.2,
NGC5914,229.682085,41.865278,0.8,14.4,NGC5914A
NGC5914A,229.682085,41.865278,0.8,14.4,NGC5914
NGC5914B_1,229.688745,41.890556,0.3,16,
NGC5914B_2,229.692915,41.886667,0.7,15.7,NGC5901
NGC5915,230.387505,-13.091667,1.6,12.3,
NGC5916,230.4075,-13.169167,2.8,13.2,
NGC5916A,230.30709,-13.100833,1.1,14.4,
NGC5917,230.38542,-7.3775,1.6,13,
NGC5918,229.854585,45.880278,1.9,13.2,
NGC5919,230.40333,7.719722,0.3,15.9,
NGC5920,230.465835,7.708889,1.1,13.6,
NGC5921,230.484585,5.070278,4.8,10.8,
NGC5922,230.8875,41.656667,,,
NGC5923,230.308755,41.726389,1.8,13.1,
NGC5924,230.50833,31.2325,0.8,14.6,
NGC5925,231.85833,-54.528333,20,8.4,
NGC5926,230.85417,12.715833,0.8,13.6,
NGC5927,232.00209,-50.672222,6,8,
NGC5928,231.511665,18.073611,2.2,12.2,
NGC5929,231.52542,41.671111,0.9,13.1,
NGC5930,231.53334,41.675833,0.9,12.2,
NGC5931,232.37334,7.573056,1,14,
NGC5932,231.70083,48.615,0.8,14.3,
NGC5933,231.756255,48.613889,0.5,14.8,
NGC5934,232.052505,42.929722,1.3,13.9,
NGC5935,232.06917,42.944722,0.7,14.8,
NGC5936,232.50333,12.988889,1.4,12.5,
NGC5937,232.692495,-2.829167,1.9,12.3,
NGC5938,234.10875,-66.859167,2.8,11.8,
NGC5939,231.19083,68.729722,0.9,13.1,
NGC5940,232.82583,7.4575,0.8,13.4,
NGC5941,232.917915,7.338889,0.4,13.9,
NGC5942,232.903335,7.312222,0.4,14.4,
NGC5943,232.43334,42.778611,1.3,13.2,
NGC5944,232.948335,7.308056,0.8,15,
NGC5945,232.43709,42.919167,2.9,12.8,
NGC5946,233.86875,-50.658889,3,8.4,IC4550
NGC5947,232.652505,42.7175,1.2,13.7,
NGC5948,233.244165,3.983333,,,
NGC5949,232.002915,64.763056,2.2,12,
NGC5950,232.877505,40.430556,1.5,13.8,
NGC5951,233.42958,15.0075,3.6,12.7,
NGC5952,233.73459,4.959444,0.4,14.5,
NGC5953,233.634585,15.194167,1.6,12.3,
NGC5954,233.645415,15.201111,1.1,12.2,
NGC5955,233.80167,5.063333,0.9,14.9,
NGC5956,233.743755,11.750278,1.6,12.3,
NGC5957,233.84625,12.047778,2.8,11.7,
NGC5958,233.70459,28.655278,1,12.7,
NGC5959,234.342915,-16.596111,2,13.4,
NGC5960,234.076665,5.665833,0.7,14.3,
NGC5961,233.817495,30.864167,0.8,14.1,
NGC5962,234.13167,16.607778,3,11.3,
NGC5963,233.36583,56.56,3.3,12.5,
NGC5964,234.40083,5.973611,4.1,11.9,IC4551
NGC5965_1,233.50833,56.685556,5.2,11.7,
NGC5965_2,233.472495,56.691111,0.3,15.3,
NGC5966,233.967495,39.769167,1.8,12.2,
NGC5967,237.06666,-75.673056,2.7,12,
NGC5967A,236.745,-75.786944,2,12.6,
NGC5968,234.987495,-30.553056,2.1,12.2,
NGC5969,233.71209,56.451389,0.5,14.4,
NGC5970,234.625005,12.186389,3,11.5,
NGC5971,233.903745,56.461944,1.6,13.8,
NGC5972,234.725415,17.026111,1,13.6,
NGC5973,235.065,-8.600833,0.9,14.4,
NGC5974,234.759585,31.759722,0.6,14.2,
NGC5975,234.991665,21.470556,1,14.2,
NGC5976,234.19917,59.398333,0.8,14.8,
NGC5976A,234.03,59.566667,1,14.6,
NGC5977,235.13916,17.128611,1.2,13.4,
NGC5978,235.61292,-13.233889,0.8,14,
NGC5979,236.92125,-61.217222,0.3,11.5,
NGC5980,235.37709,15.7875,1.9,12.7,
NGC5981,234.4725,59.391389,2.7,13,
NGC5982,234.66666,59.356111,2.6,11.1,
NGC5983,235.689585,8.241667,1,13.9,
NGC5984,235.72125,14.232222,2.9,12.5,
NGC5985,234.90459,59.331944,5.5,11.1,
NGC5986,236.514585,-37.785556,9.6,7.6,
NGC5987,234.98709,58.079722,4.2,11.7,
NGC5988,236.14083,10.293056,1.2,13.8,
NGC5989,235.384995,59.755,0.9,13.1,
NGC5990,236.56833,2.415556,1.6,12.4,
NGC5991,236.319585,24.631111,1,14,
NGC5992,236.08959,41.085833,0.9,13.7,
NGC5993,236.115,41.120833,1.2,13.1,
NGC5994,236.72166,17.873056,0.4,14.8,
NGC5995,237.103755,-13.757222,0.9,13.6,
NGC5996,236.74542,17.883889,1.7,12.8,
NGC5997,236.865,8.321667,0.5,14.2,
NGC5998,237.375,-28.6,2,,
NGC5999,238.03542,-56.472778,3,9,
NGC6000,237.455835,-29.386944,1.9,11.9,
NGC6001,236.941245,28.641667,1,13.6,
NGC6002,237.424995,28.526667,0.7,13.4,
NGC6003,237.35667,19.0325,0.9,13.4,
NGC6004,237.595005,18.939444,1.8,12.3,
NGC6005,238.947495,-57.443611,5,10.7,
NGC6006,238.26042,12.005833,0.6,14.2,
NGC6007,238.34667,11.959722,1.7,13.2,
NGC6008,238.23291,21.101111,1.4,12.9,NGC6008A
NGC6008A,238.23291,21.101111,1.4,12.9,NGC6008
NGC6008B,238.284165,21.075833,0.7,14.3,
NGC6009,238.35042,12.058333,0.5,14.5,
NGC6010,238.57875,0.543056,2,12.6,
NGC6011,236.635005,72.169167,2,13.5,
NGC6012,238.55667,14.602222,2.1,12,
NGC6013,238.220415,40.646667,1.4,13.6,
NGC6014,238.989585,5.931667,1.7,12.2,IC4586
NGC6015,237.85584,62.308611,5.4,11.1,
NGC6016,238.978755,26.967222,1,14.3,
NGC6017,239.31417,5.998889,0.8,13.2,
NGC6018,239.37417,15.872778,1.4,13.4,
NGC6019,238.03791,64.840833,0.4,14.7,
NGC6020,239.28375,22.405,1.4,12.7,IC1148
NGC6021,239.37792,15.956389,1.4,13.1,
NGC6022,239.44959,16.282778,0.7,14.7,
NGC6023,239.45625,16.310556,1.4,13.1,
NGC6024,238.2825,64.918333,0.7,14.2,
NGC6025,240.823755,-60.431389,15,5.1,
NGC6026,240.3375,-34.543611,0.67,12.9,
NGC6027,239.80209,20.763889,1,13.5,NGC6027E
NGC6027A,239.79666,20.755556,0.7,13.9,
NGC6027B,239.795415,20.7625,0.4,14,
NGC6027C,239.799165,20.747778,0.5,15.3,
NGC6027D,239.80416,20.760278,0.2,15.6,
NGC6027E,239.80209,20.763889,1,13.5,NGC6027
NGC6028,240.37125,19.359444,1.3,13.5,NGC6046
NGC6029,240.495,12.574722,1.2,14.7,
NGC6030,240.463755,17.9575,1.2,12.8,
NGC6031,241.89333,-54.016667,3,8.5,
NGC6032,240.75459,20.955833,1.6,13.5,
NGC6033,241.116255,-2.120278,1.1,13.7,
NGC6034,240.883335,17.198611,1,13.5,
NGC6035,240.85041,20.890833,0.9,13.5,
NGC6036,241.12791,3.868056,1.1,13.4,
NGC6037,241.12416,3.815556,0.7,14.1,
NGC6038,240.66834,37.359444,1.1,13.5,
NGC6039,241.164585,17.700278,0.8,14,NGC6042
NGC6040A,241.111245,17.75,1.3,14.2,
NGC6040B,241.11042,17.741944,0.8,14,
NGC6041A,241.149165,17.721389,1.3,13.3,
NGC6041B,241.145835,17.717222,0.4,15.6,
NGC6042,241.164585,17.700278,0.8,14,NGC6039
NGC6043A,241.25625,17.775833,0.7,14.3,
NGC6043B,241.25292,17.773333,0.3,15.2,
NGC6044,241.24833,17.870278,0.6,14.3,IC1172
NGC6045A,241.28334,17.758056,1.3,13.9,
NGC6045B,241.29291,17.758333,0.4,15.5,
NGC6046,240.37125,19.359444,1.3,13.5,NGC6028
NGC6047,241.287495,17.729722,1.1,13.5,
NGC6048,239.375835,70.688889,2.2,12.3,
NGC6049,241.407495,8.096667,,,
NGC6050A,241.347915,17.757222,0.9,14.7,IC1179A
NGC6050B,241.34292,17.754444,0.4,15.4,IC1179B
NGC6051,241.235835,23.932222,1.6,13.1,
NGC6052_1,241.302495,20.541944,0.9,14.1,NGC6064-1
NGC6052_2,241.305,20.542222,0.8,13,NGC6064-2
NGC6053,241.41459,18.164722,0.6,14.7,NGC6057
NGC6054,241.408755,17.7675,0.8,14.2,IC1183
NGC6055,241.386255,18.159444,1,13.7,
NGC6056,241.37958,17.962778,0.9,13.9,IC1176
NGC6057,241.41459,18.164722,0.6,14.7,NGC6053
NGC6058,241.11084,40.683611,0.67,12.9,
NGC6059,241.804995,-6.413056,,,
NGC6060,241.467495,21.484444,2,13.1,
NGC6061,241.56708,18.25,1,13.6,
NGC6062,241.595415,19.776944,1.2,13.6,
NGC6062B,241.57917,19.762778,0.4,15.3,
NGC6063,241.80459,7.979444,1.7,13.1,
NGC6064_1,241.302495,20.541944,0.9,14.1,NGC6052-1
NGC6064_2,241.305,20.542222,0.8,13,NGC6052-2
NGC6065,241.84542,13.888333,0.8,14,
NGC6066,241.89666,13.944167,0.7,14,
NGC6067,243.29541,-54.218889,15,5.6,
NGC6068,238.85625,78.996667,1,12.8,
NGC6068A,238.697505,78.985556,0.9,14,
NGC6069,241.92333,38.931389,0.8,14.3,
NGC6070,242.49417,0.71,3.6,11.8,
NGC6070A,242.53791,0.765,0.6,14.6,
NGC6070B,242.55,0.783611,0.4,14.8,
NGC6071,240.52875,70.417222,1,13.9,
NGC6072,243.242505,-36.229444,1.63,11.7,
NGC6073,242.54541,16.7,1.3,13.5,
NGC6074_1,242.822085,14.258611,0.4,14.4,
NGC6074_2,242.82,14.255,0.6,16.1,
NGC6075,242.844165,23.965,0.9,13.9,IC4594
NGC6076_1,242.803755,26.871944,0.4,14,
NGC6076_2,242.807085,26.873611,0.4,14.4,
NGC6077,242.80833,26.923889,1.2,13.3,
NGC6078,243.0225,14.209444,0.5,15.2,
NGC6079,241.119585,69.666111,1.4,12.7,IC1200
NGC6080,243.24375,2.177778,1.2,13.6,
NGC6081,243.23667,9.867778,1.8,13.5,IC1202
NGC6082,243.9,-34.243333,,,IC4597?
NGC6083,243.302505,14.186111,0.7,14.6,
NGC6084,243.56916,17.758056,1,13.9,
NGC6085,243.14625,29.365556,1.5,13,
NGC6086,243.148335,29.485,1.7,12.8,
NGC6087,244.715835,-57.899722,15,5.4,
NGC6088A,242.67666,57.466111,0.7,15.2,
NGC6088B,242.683755,57.461944,0.7,15,
NGC6089_1,243.16791,33.035278,0.9,13.8,
NGC6089_2,243.17334,33.038333,0.3,14.5,
NGC6090,242.919585,52.457778,2.4,13.7,
NGC6091,241.970415,69.905278,0.8,14.1,
NGC6092,243.518745,28.126111,,,
NGC6093,244.26042,-22.974444,10,7.3,M80
NGC6094,241.640835,72.495,1.8,13.2,
NGC6095,242.795835,61.268056,1.8,12.6,
NGC6096,243.69417,26.559444,0.9,14.3,
NGC6097,243.609165,35.109167,1.1,13.9,
NGC6098,243.89166,19.461667,1,13.4,
NGC6099,243.897915,19.453889,1.3,14.2,
NGC6100,244.21791,0.841111,1.8,13,
NGC6101,246.452505,-72.201111,5,9.2,
NGC6102,243.90375,28.158889,1.2,13.9,
NGC6103,243.935415,31.963889,0.7,13.9,
NGC6104,244.127505,35.7075,0.8,13.3,
NGC6105,244.288335,34.879444,0.6,14.4,
NGC6106,244.69584,7.411111,2.4,12.2,
NGC6107,244.333755,34.902222,1.5,13.8,
NGC6108,244.356255,35.135833,1.1,14.4,
NGC6109,244.418745,35.004167,1,12.7,
NGC6110,244.43292,35.0875,0.6,14.8,
NGC6111,243.594585,63.261389,0.7,14,
NGC6112,244.502085,35.110833,1,14,
NGC6113,244.794165,14.133611,0.9,14.1,
NGC6114,244.59792,35.174444,1.2,14.3,
NGC6115,246.11166,-51.953333,3.4,9.8,
NGC6116,244.727085,35.153889,2.2,14.3,
NGC6117,244.82583,37.095278,1.2,13.6,NGC6117A
NGC6117A,244.82583,37.095278,1.2,13.6,NGC6117
NGC6117B,244.840005,37.068889,0.6,15.1,
NGC6118,245.45292,-2.283611,4.7,11.7,
NGC6119,244.924995,37.806667,0.7,15.3,
NGC6120,244.95042,37.774167,1,13.9,
NGC6121,245.89791,-26.524722,36,5.4,M4
NGC6122,245.03916,37.798611,0.9,14.6,
NGC6123,244.33167,61.939167,0.8,13.7,
NGC6124,246.32166,-40.666944,40,5.8,
NGC6125,244.79667,57.984722,1.4,12,NGC6127/NGC6128
NGC6126,245.36583,36.377222,1,13.6,
NGC6127,244.79667,57.984722,1.4,12,NGC6125/NGC6128
NGC6128,244.79667,57.984722,1.4,12,NGC6125/NGC6127
NGC6129,245.43,37.996389,0.8,14,
NGC6130,244.88958,57.615,1,13.5,
NGC6131,245.46792,38.936667,1,13.3,NGC6131A
NGC6131A,245.46792,38.936667,1,13.3,NGC6131
NGC6131B,245.50167,38.915833,0.4,14.5,
NGC6132,245.911245,11.786667,1.5,13.6,IC4602
NGC6133,245.07084,56.653333,,,
NGC6134,246.931665,-49.164167,6,7.2,
NGC6135,243.60375,64.983333,0.9,14.2,
NGC6136,245.247495,55.970278,0.9,14.8,
NGC6137,245.76291,37.9225,1.9,12.4,NGC6137A
NGC6137A,245.76291,37.9225,1.9,12.4,NGC6137
NGC6137B,245.74833,37.949167,0.5,14.7,
NGC6138,245.776245,40.858333,0.3,14.9,NGC6341
NGC6139,246.91833,-38.848333,8.2,9.1,
NGC6140,245.237505,65.39,6.3,11.3,
NGC6141,245.776245,40.858333,0.3,14.9,NGC6138
NGC6142,245.837505,37.258333,2,13.8,
NGC6143,245.42625,55.086389,1,13.1,
NGC6144,246.808755,-26.024167,7.4,9,IC4606
NGC6145,246.259995,40.946389,0.8,14.2,
NGC6146,246.2925,40.8925,1.3,12.5,
NGC6147,246.27417,40.928889,0.4,15.1,
NGC6148,246.766665,24.092778,0.6,16.1,
NGC6149,246.85125,19.5975,1.1,13.5,
NGC6150,246.45792,40.488889,1.3,14,NGC6150A
NGC6150A,246.45792,40.488889,1.3,14,NGC6150
NGC6150B,246.435,40.475556,0.5,14.3,
NGC6151,249.60042,-73.251944,0.5,,
NGC6152,248.187495,-52.643333,25,8.1,
NGC6153,247.877505,-40.253056,0.4,10.9,
NGC6154,246.377505,49.840278,2.1,12.7,
NGC6155,246.534585,48.3675,1.3,12.3,
NGC6156,248.71917,-60.619167,1.6,11.5,
NGC6157,246.451245,55.361111,0.6,14.5,
NGC6158,246.920415,39.383333,0.9,13.7,
NGC6159,246.85458,42.680278,1.4,14.2,
NGC6160,246.921255,40.9275,1.8,13.2,
NGC6161,247.085835,32.810278,0.9,14.9,
NGC6162,247.092915,32.849722,0.9,13.6,
NGC6163,247.115835,32.846944,0.6,14.4,
NGC6164,248.420835,-48.079444,1,,
NGC6165,248.50833,-48.151111,2.5,,
NGC6166,247.160415,39.551389,1.9,11.8,
NGC6166A,247.12917,39.521111,0.3,15,
NGC6166B,247.221255,39.560833,0.4,14.9,
NGC6166C,247.096665,39.570556,0.4,14.5,
NGC6166D,247.16292,39.518889,0.4,14.8,
NGC6167,248.645415,-49.771944,7,6.7,
NGC6168,247.838745,20.185,1.4,14.2,
NGC6169,248.52084,-44.045278,12,6.6,
NGC6170,246.901665,59.563056,0.7,13.8,NGC6176
NGC6171,248.13291,-13.053056,13,7.8,M107
NGC6172,245.5425,-1.514167,0.8,12.8,IC1213
NGC6173,247.437495,40.811111,1.9,12.1,
NGC6174,247.34916,40.875,0.6,14,
NGC6175_1,247.48917,40.630278,1.3,13.7,
NGC6175_2,247.49166,40.628056,0.6,14,
NGC6176,246.901665,59.563056,0.7,13.8,NGC6170
NGC6177,247.66167,35.055556,1.7,13.6,
NGC6178,248.96166,-45.646667,5,7.2,
NGC6179,247.69542,35.102778,0.4,15.3,
NGC6180,247.641255,40.539722,0.9,14.1,
NGC6181,248.086245,19.825556,2.5,11.9,
NGC6182,247.39125,55.517778,1.4,13.5,
NGC6183,250.42416,-69.3725,1.8,12.2,
NGC6184,247.89333,40.565556,0.8,14,
NGC6185,248.32416,35.342222,1.2,13.4,
NGC6186,248.60583,21.541389,1.5,12.9,
NGC6187,247.902495,57.707222,0.4,14.4,
NGC6188,250.02084,-48.661667,20,,
NGC6189,247.91958,59.626667,1.9,12.7,NGC6191
NGC6190,248.026665,58.439167,1.4,12.6,
NGC6191,247.91958,59.626667,1.9,12.7,NGC6189
NGC6192,250.08666,-43.365278,9,8.5,
NGC6193,250.33458,-48.763333,14,5.2,
NGC6194,249.15417,36.200556,1,13.8,
NGC6195,249.13584,39.028333,1.5,13,
NGC6196,249.474165,36.073056,2,12.9,IC4615
NGC6197,249.49917,35.995833,1.3,14.6,IC4616
NGC6198,248.877495,57.487222,1,13.6,
NGC6199,249.87042,36.059444,,,
NGC6200,251.03583,-47.469722,15,7.4,
NGC6201,250.060005,23.765278,0.4,14.6,
NGC6202,250.846665,61.983611,0.8,13.1,NGC6226
NGC6203,250.11375,23.775278,0.6,14.4,
NGC6204,251.532915,-47.012222,6,8.2,
NGC6205,250.422915,36.460833,20,5.8,M13
NGC6206,250.032915,58.617222,0.7,13.6,IC1227
NGC6207,250.76541,36.831944,3,11.6,
NGC6208,252.357495,-53.705,18,7.2,
NGC6209,253.74042,-72.586667,2,11.8,
NGC6210,251.12292,23.800556,0.35,8.8,
NGC6211,250.365,57.783889,1.6,12.6,
NGC6212,250.846665,39.807222,0.6,14.2,
NGC6213,250.40541,57.815,0.7,14.7,
NGC6214,249.882495,66.039722,1,13.5,
NGC6215,252.77916,-58.993056,2.2,11.5,
NGC6215A,253.20291,-58.946944,1.5,13.4,
NGC6216,252.34791,-44.731389,4,10.1,
NGC6217,248.161245,78.199167,3,11.2,
NGC6218,251.810415,-1.947222,16,6.1,M12
NGC6219,251.59416,9.038333,0.7,14.2,
NGC6220,251.805,-0.275,1.7,13.7,
NGC6221,253.19208,-59.218333,3.5,9.9,
NGC6222,255.188745,-44.655,15,8,NGC6259
NGC6223,250.767495,61.578611,3.5,11.7,
NGC6224,252.077085,6.312222,1,13.5,
NGC6225,252.09,6.223056,0.9,13.8,
NGC6226,250.846665,61.983611,0.8,13.1,NGC6202
NGC6227,252.874995,-40.9,,,
NGC6228,252.01167,26.212778,1.1,14,
NGC6229,251.74542,47.528333,4.5,9.4,
NGC6230,252.694995,4.604444,0.8,14.4,
NGC6231,253.54083,-41.825,14,2.6,
NGC6232,250.83291,70.6325,1.5,12.5,
NGC6233,252.565005,23.580278,1.4,13.3,
NGC6234,252.988335,4.384167,0.4,14.4,
NGC6235,253.355835,-22.176667,5,8.9,
NGC6236,251.142915,70.78,2.9,11.9,
NGC6237,251.030835,70.634722,,,
NGC6238,251.81625,62.1475,0.6,13.7,
NGC6239,252.52167,42.739722,2.4,12.5,
NGC6240,253.245,2.403056,2.1,12.9,IC4625
NGC6241,252.545835,45.421111,1,14.2,
NGC6242,253.877505,-39.466944,9,6.4,
NGC6243,253.10958,23.332778,1,14.1,
NGC6244,252.016245,62.200556,1.6,13.5,
NGC6245,251.34333,70.804444,,,
NGC6246,252.470835,55.542778,1.5,13.6,
NGC6246A,252.55833,55.384722,2,13.6,
NGC6247,252.080835,62.977222,1,12.9,
NGC6248,251.592915,70.356111,3.1,13.1,
NGC6249,254.423745,-44.804722,6,8.2,
NGC6250,254.48334,-45.936667,16,5.9,
NGC6251,248.132505,82.538333,1.8,12.6,
NGC6252,248.16792,82.577222,0.7,14.2,
NGC6253,254.77542,-52.715833,4,10.2,
NGC6254,254.28708,-4.098889,20,6.6,M10
NGC6255,253.697505,36.501667,3.6,12.8,
NGC6256,254.885835,-37.120833,4.1,11.3,
NGC6257,253.7175,39.613889,,,
NGC6258,253.123755,60.514444,0.9,13.4,
NGC6259,255.188745,-44.655,15,8,NGC6222
NGC6260,252.95958,63.714722,0.8,13.9,
NGC6261,254.12667,27.978056,1.2,14,
NGC6262,254.678745,57.099167,0.6,13.7,
NGC6263,254.17959,27.8225,0.9,13.7,
NGC6264,254.31708,27.849444,0.7,14.5,
NGC6265,254.37084,27.844722,0.8,14.2,
NGC6266,255.302505,-30.111667,15,6.4,M62
NGC6267,254.536245,22.985278,1.3,13.1,
NGC6268,255.51708,-39.721111,6,9.5,
NGC6269,254.491665,27.855,2,12.2,
NGC6270,254.683755,27.858889,0.7,13.3,
NGC6271,254.71125,27.964722,0.8,14.1,
NGC6272,254.742495,27.930833,0.5,14.5,
NGC6273,255.65709,-26.2675,17,6.8,M19
NGC6274_1,254.835,29.946389,0.6,13.8,
NGC6274_2,254.839995,29.940833,0.6,14.7,
NGC6275,253.89,63.242778,0.4,14.3,
NGC6276,255.1875,23.044444,0.4,14.6,IC1239
NGC6277,255.20334,23.04,,,
NGC6278,255.20916,23.011111,2.1,12.4,
NGC6279,254.75541,47.237778,1.1,13.6,
NGC6280_1,255.489585,6.666389,0.5,14.6,
NGC6280_2,255.49209,6.6675,0.2,15,
NGC6281,256.19667,-37.887778,8,5.4,
NGC6282,255.19584,29.820278,0.7,14.4,
NGC6283,254.86041,49.921944,1.1,12.9,
NGC6284,256.120005,-24.764167,6.2,8.9,
NGC6285,254.59959,58.955833,1.2,13.5,
NGC6286,254.63166,58.9375,1.3,13.3,
NGC6287,256.28916,-22.7075,4.8,9.3,
NGC6288,254.35125,68.4575,0.8,14.5,
NGC6289,254.43708,68.514167,0.8,13.8,
NGC6290,255.235005,58.970833,1.1,13.5,
NGC6291,255.23334,58.937778,0.7,14,
NGC6292,255.76458,61.043889,1.6,13.5,
NGC6293,257.54334,-26.581111,8.2,8.3,
NGC6294,257.567085,-26.573611,,,
NGC6295,255.81375,60.337778,0.9,14.8,
NGC6296,257.18583,3.894444,0.9,13.4,
NGC6297,255.901665,62.026111,0.7,13.6,NGC6298
NGC6298,255.901665,62.026111,0.7,13.6,NGC6297
NGC6299,256.26792,62.458333,0.6,14.1,
NGC6300,259.24875,-62.820278,4.3,10.2,
NGC6301,257.136255,42.339167,1.8,13.4,IC4643
NGC6302,258.433755,-37.103333,1.48,9.6,Sh2-6
NGC6303,256.261665,68.827778,1.3,13.7,
NGC6304,258.635415,-29.461667,8,8.3,
NGC6305,259.50375,-59.171111,1.4,12.1,
NGC6306,256.903755,60.729167,1,13.7,
NGC6307,256.918335,60.750556,1.3,12.9,
NGC6308,257.998755,23.379444,1.1,13.4,
NGC6309,258.51792,-12.910278,0.32,11.5,
NGC6310,256.988745,60.990278,1.9,13.1,
NGC6311,257.68125,41.651111,1.1,13.5,
NGC6312,257.70042,42.288056,0.7,14.2,
NGC6313,257.586255,48.331667,1.3,13.9,
NGC6314,258.16125,23.270556,1.6,13,
NGC6315,258.19167,23.223611,0.8,13.2,
NGC6316,259.15584,-28.139444,5.4,8.1,
NGC6317,257.24709,62.898056,1.2,15.1,
NGC6318,259.055835,-39.423889,5,11.8,
NGC6319,257.43375,62.973056,0.8,13.4,
NGC6320,258.23166,40.267222,1.2,13.9,
NGC6321,258.60042,20.313611,1.1,13.4,
NGC6322,259.607085,-42.933889,5,6,
NGC6323,258.324585,43.782222,1.1,13.9,
NGC6324,256.355415,75.407778,1,12.9,
NGC6325,259.49667,-23.765278,4.1,10.2,
NGC6326,260.19333,-51.753889,0.32,,
NGC6327,258.50916,43.648889,0.4,14.9,
NGC6328,260.92041,-65.009722,2.4,12.1,
NGC6329,258.56292,43.685,1.8,12.8,
NGC6330,258.934995,29.404167,1.5,14,
NGC6331,255.89292,78.629722,0.6,14.4,
