name,ra,dec,diameter,mag,alias
NGC2317,104.920005,-7.777222,4,,NGC2316
NGC2318,104.862495,-13.697778,,,
NGC2319,105.13416,3.042778,16,,
NGC2320,106.42458,50.580833,1.4,11.9,
NGC2321,106.49541,50.756667,1.4,13.6,
NGC2322,106.501245,50.510556,1.1,13.8,
NGC2323,105.699165,-8.375833,15,5.9,M50
NGC2324,106.032915,1.044722,8,8.4,
NGC2325,105.6675,-28.697778,3,11.3,
NGC2326,107.045415,50.682222,1.9,13.1,
NGC2326A,107.142915,50.631667,1,14.7,
NGC2327,106.030005,-11.314167,1,,
NGC2328,105.650415,-42.068056,1.3,12.1,
NGC2329,107.28291,48.615833,1.3,12.5,
NGC2330,107.367915,50.153056,0.4,14.8,IC457
NGC2331,106.749165,27.261667,19,8.5,
NGC2332,107.390835,50.181944,1.5,12.8,
NGC2333,107.08833,35.17,1,13.3,
NGC2334,107.890005,50.248889,0.9,13.7,IC465
NGC2335,106.70583,-10.028611,7,7.2,
NGC2336,111.765,80.177778,7.1,10.4,
NGC2336A,119.06292,78.013056,1.7,13.7,
NGC2337,107.55666,44.456944,2.1,12.4,
NGC2338,106.929165,-5.716667,,,
NGC2339,107.08458,18.779444,2.7,11.8,
NGC2340,107.79459,50.174722,1.8,11.7,
NGC2341,107.299995,20.603333,0.8,13.2,
NGC2342,107.32542,20.636944,1.4,12.6,
NGC2343,107.02791,-10.616667,6,6.7,
NGC2344,108.11916,47.167222,1.5,12,
NGC2345,107.07792,-13.193611,12,7.7,
NGC2346,107.34375,-0.806111,0.87,11.6,
NGC2347,109.01667,64.711389,1.8,12.5,
NGC2348,105.76125,-67.394167,11,,
NGC2349,107.70042,-8.592778,,,
NGC2350,108.30042,12.266389,1.4,12.3,
NGC2351,108.375,-10.482778,,,
NGC2352,108.27375,-24.038889,5,,
NGC2353,108.62625,-10.265833,18,7.1,
NGC2354,108.541665,-25.69,18,6.5,
NGC2355,109.246665,13.75,8,9.7,NGC2356
NGC2356,109.246665,13.75,8,9.7,NGC2355
NGC2357,109.42041,23.356389,3.6,13.3,
NGC2358,109.23459,-17.116667,8,,
NGC2359,109.624995,-13.263889,6,11.5,
NGC2360,109.42959,-15.641389,14,7.2,
NGC2361,109.598745,-13.208889,,,
NGC2362,109.6725,-24.954167,6,3.8,
NGC2363,112.12458,69.192778,1.6,13,
NGC2364,110.19333,-7.549444,,,
NGC2365,110.592915,22.083333,2.8,12.4,
NGC2366,112.228335,69.216111,8.1,11.1,
NGC2367,110.025,-21.881667,5,7.9,
NGC2368,110.259165,-10.374444,3,11.8,
NGC2369,109.157085,-62.343889,3.5,12.3,
NGC2369A,109.681245,-62.936667,1.8,12.9,
NGC2369B,110.123745,-62.053889,1.5,13.2,
NGC2370,111.256245,23.783611,0.8,13.7,
NGC2371,111.391245,29.488333,1.03,11.2,NGC2372
NGC2372,111.391245,29.488333,1.03,11.2,NGC2371
NGC2373,111.653745,33.824167,0.6,13.8,
NGC2374,110.983335,-13.263333,12,8,
NGC2375,111.789165,33.8325,1.3,13.6,
NGC2376,111.64959,23.073333,0.6,14.4,
NGC2377,111.23625,-9.660556,1.7,12.7,
NGC2378,111.849585,33.831944,,,
NGC2379,111.85917,33.811944,0.9,13.5,
NGC2380,110.97708,-27.528611,2.1,11.2,NGC2382
NGC2381,109.989165,-63.066944,1.4,12.8,
NGC2382,110.97708,-27.528611,2.1,11.2,NGC2380
NGC2383,111.166245,-20.9475,5,8.4,
NGC2384,111.29166,-21.021667,5,7.4,
NGC2385,112.1175,33.838056,1,13.9,
NGC2386,112.15875,33.776389,,,
NGC2387,112.358745,36.768889,,,
NGC2388,112.22292,33.818889,1,13.8,
NGC2389,112.270005,33.860833,2,12.9,
NGC2390,112.2675,33.836944,,,
NGC2391,112.28166,33.825833,,,
NGC2392,112.294995,20.9125,0.9,9.1,
NGC2393,112.520415,34.027778,1.2,14,
NGC2394,112.15209,7.087222,,,
NGC2395,111.80334,13.608333,15,8,
NGC2396,112.000005,-11.716667,10,7.4,
NGC2397,110.331255,-69.001389,2.5,11.8,
NGC2397A,110.28291,-69.115278,1.1,14.1,
NGC2397B,110.48208,-68.845833,0.9,14.4,
NGC2398_1,112.5675,24.488056,0.4,13.9,
NGC2398_2,112.55667,24.491389,0.5,14.9,
NGC2399,112.45791,-0.213611,,,
NGC2400,112.479585,-0.214167,,,
NGC2401,112.351245,-13.966667,2,12.6,
NGC2402_1,112.693755,9.6475,0.8,13.9,
NGC2402_2,112.69917,9.653889,0.7,15.2,
NGC2403,114.21084,65.601667,23.4,8.5,
NGC2404,114.279165,65.611111,0.4,14.5,
NGC2405_1,113.05791,25.906111,0.5,14.1,
NGC2405_2,113.06292,25.905833,0.3,14.5,
NGC2406,112.948755,18.288611,0.7,14.2,
NGC2407,112.985835,18.333611,1.1,13.4,
NGC2408,115.125,71.666667,10,,
NGC2409,112.902915,-17.189722,2.5,7.3,
NGC2410,113.75916,32.8225,2.4,13,
NGC2411,113.65167,18.281944,0.9,13.8,
NGC2412,113.589585,8.5475,,,
NGC2413,113.32917,-13.119167,10,,
NGC2414,113.30334,-15.453889,6,7.9,
NGC2415,114.23541,35.241944,0.9,12.4,
NGC2416,113.922495,11.6125,1,13.4,
NGC2417,112.550415,-62.2525,2.8,12,
NGC2418,114.155835,17.883889,1.8,12.2,
NGC2419,114.53541,38.8825,4.6,10.3,
NGC2420,114.59916,21.574167,6,8.3,
NGC2421,114.049995,-20.611667,8,8.3,
NGC2422,114.14583,-14.479722,25,4.4,M47/NGC2478
NGC2423,114.27792,-13.871389,12,6.7,
NGC2424,115.163745,39.233333,3.6,12.6,
NGC2425,114.57333,-14.877778,5,,
NGC2426,115.82667,52.318056,1.1,13.1,
NGC2427,114.11625,-47.635833,4.9,11.5,
NGC2428,114.841665,-16.528333,13,,
NGC2429,115.947915,52.3575,1.5,13.7,NGC2429A
NGC2429A,115.947915,52.3575,1.5,13.7,NGC2429
NGC2429B,115.96584,52.348056,0.3,16.5,
NGC2430,114.920835,-16.296111,7.5,,
NGC2431,116.30541,53.075556,0.9,13.4,NGC2436
NGC2432,115.220835,-19.076667,7,10.2,
NGC2433,115.681665,9.259167,,,
NGC2434,113.71458,-69.284444,2.4,11.2,
NGC2435,116.05584,31.650556,2.2,12.8,
NGC2436,116.30541,53.075556,0.9,13.4,NGC2431
NGC2437,115.444995,-14.81,20,6.1,M46
NGC2438,115.460835,-14.734722,1.27,10.8,
NGC2439,115.18917,-31.6925,9,6.9,
NGC2440,115.48083,-18.208056,1.32,9.4,
NGC2441,117.977085,73.015278,2,12.2,
NGC2442,114.099165,-69.530833,6,10.4,NGC2443
NGC2443,114.099165,-69.530833,6,10.4,NGC2442
NGC2444,116.720835,39.0325,1.6,13.2,
NGC2445,116.72916,39.015556,1.7,13.3,
NGC2446,117.163335,54.611667,1.9,12.9,
NGC2447,116.125005,-23.856667,10,6.2,M93
NGC2448,116.143755,-24.680833,5,,
NGC2449,116.835,26.930556,1.3,13.4,
NGC2450,116.88417,27.019444,0.9,14.7,
NGC2451,116.350005,-37.95,50,2.8,
NGC2452,116.859165,-27.335,0.48,12,
NGC2453,116.89209,-27.194722,4,8.3,
NGC2454,117.64542,16.369167,0.8,13.8,
NGC2455,117.250005,-21.301667,15,10.2,
NGC2456,118.54458,55.495278,1.1,13.1,
NGC2457,118.69041,55.547222,0.5,15.4,
NGC2458,118.965,56.710833,0.4,14.5,
NGC2459,118.007085,9.558056,1.5,,
NGC2460,119.22,60.349444,2.5,11.8,
NGC2461,119.109165,56.673889,,,
NGC2462,119.13291,56.686667,0.4,13.2,
NGC2463,119.300835,56.676944,0.6,14.2,
NGC2464,119.38458,56.690833,,,
NGC2465,119.35416,56.821389,,,
NGC2466,116.314995,-71.410833,1.6,13,
NGC2467,118.108335,-26.436667,,7.1,
NGC2468,119.50917,56.359167,1.3,13.9,
NGC2469,119.51334,56.68,1,12.7,
NGC2470,118.585005,4.46,2,12.7,
NGC2471,119.638335,56.775556,,,
NGC2472,119.67375,56.701111,0.5,15.3,
NGC2473,118.895835,56.736389,0.5,15.1,
NGC2474,119.50125,52.862222,0.8,13.1,
NGC2475,119.494995,52.857222,0.6,13.2,
NGC2476,119.188335,39.927778,1.4,12.6,
NGC2477,118.04166,-38.53,20,5.8,
NGC2478,114.14583,-14.479722,25,4.4,M47/NGC2422
NGC2479,118.774995,-17.707778,11,9.6,
NGC2480,119.29416,23.779722,1.3,13.8,
NGC2481,119.30709,23.7675,1.4,13,
NGC2482,118.8,-24.258333,10,7.3,
NGC2483,118.9125,-27.895,9,7.6,
NGC2484,119.61708,37.786667,0.9,13,
NGC2485,119.202915,7.4775,1.6,12.2,
NGC2486,119.48541,25.161111,1.7,13.3,
NGC2487,119.58459,25.149167,2.7,12.5,
NGC2488,120.439995,56.552778,1.4,12.4,
NGC2489,119.06625,-30.064167,5,7.9,
NGC2490,119.82459,27.077778,0.6,14.6,
NGC2491,119.61375,7.984444,0.3,14.8,
NGC2492,119.873745,27.026389,1,12.7,
NGC2493,120.099165,39.830833,1.9,12,
NGC2494,119.779995,-0.6375,0.9,13.1,IC487
NGC2495,120.13833,39.840556,0.4,15.2,
NGC2496,119.65584,8.028056,1.1,12.9,
NGC2497,120.546255,56.942222,1.4,13.2,
NGC2498,119.911245,24.983333,1.1,13.4,
NGC2499,119.71542,7.492778,0.8,14,
NGC2500,120.470835,50.736667,2.9,11.6,
NGC2501,119.625,-14.354167,1.4,13.4,
NGC2502,118.96458,-52.306944,2.1,12,
NGC2503,120.15333,22.4,1,13.7,
NGC2504,119.967495,5.607778,0.5,13.3,
NGC2505,121.02792,53.549722,1.2,13.2,
NGC2506,120.00708,-10.769722,12,7.6,
NGC2507,120.40458,15.710278,2.5,12.2,
NGC2508,120.48792,8.551944,1.4,12.7,
NGC2509,120.19917,-19.050556,12,9.3,
NGC2510,120.54375,9.486111,1,13.4,
NGC2511,120.5625,9.395278,0.9,14.2,
NGC2512,120.781665,23.391667,1.4,13.1,
NGC2513,120.60291,9.413889,2.5,11.6,
NGC2514,120.707085,15.807778,1.3,13.4,
NGC2515,120.838755,20.188056,,,
NGC2516,119.51667,-60.753333,22,3.8,
NGC2517,120.695835,-12.317222,1.4,11.8,
NGC2518,121.83417,51.132222,1.2,13,
NGC2519,121.995,51.128889,,,
NGC2520,121.24209,-28.146111,10,6.5,NGC2527
NGC2521,122.20584,57.769722,1.2,12.8,
NGC2522,121.55625,17.706667,1,13.8,
NGC2523,123.75,73.578889,2.9,11.9,
NGC2523A,121.035,74.048056,1,13.8,
NGC2523B,123.23667,73.563611,2,14,
NGC2523C,124.434165,73.318056,1.5,13.3,
NGC2524,122.04,39.157778,1.4,12.7,
NGC2525,121.408335,-11.4275,3,11.6,
NGC2526,121.74333,8.004167,1.2,13.8,
NGC2527,121.24209,-28.146111,10,6.5,NGC2520
NGC2528,121.854165,39.194722,1.5,12.6,
NGC2529,121.738755,17.828611,,,
NGC2530,121.982085,17.818333,1.4,13.6,
NGC2531,121.98333,17.835,,,
NGC2532,122.563335,33.956111,1.9,12.4,
NGC2533,121.76667,-29.866667,6,7.6,
NGC2534,123.22542,55.671944,1,12.9,
NGC2535,122.806665,25.207222,2.5,12.8,
NGC2536,122.81709,25.179722,0.8,14.2,
NGC2537,123.310005,45.991389,1.7,11.7,
NGC2537A,123.421245,45.993333,0.6,15.4,
NGC2538,122.84583,3.633056,1.5,12.6,
NGC2539,122.653755,-12.820556,15,6.5,
NGC2540,123.193755,26.361389,1.3,13.5,
NGC2541,123.66666,49.061944,6.3,11.8,
NGC2542,122.817495,-12.926389,,,
NGC2543,123.24084,36.253611,2.3,11.9,IC2232
NGC2544,125.41791,73.988333,1.1,12.9,
NGC2545,123.55875,21.356111,2.2,12.4,
NGC2546,123.100005,-37.616667,70,6.3,
NGC2547,122.537505,-49.225,25,4.7,
NGC2548,123.429585,-5.750556,30,5.8,M48
NGC2549,124.74291,57.803056,3.8,11.2,
NGC2550,126.140415,74.011944,1,12.8,
NGC2550A,127.16292,73.748056,1.6,12.7,
NGC2551,126.20916,73.4125,1.6,12.1,
NGC2552,124.831665,50.006944,3.6,12.1,
NGC2553,124.396245,20.903333,1.7,13.9,
NGC2554,124.472505,23.472222,3.2,12,
NGC2555,124.48458,0.745,1.9,12.2,
NGC2556,124.753335,20.9375,0.4,14.5,
NGC2557,124.79541,21.436111,1.2,13.2,
NGC2558,124.80291,20.511389,1.8,13,
NGC2559,124.27542,-27.456944,3,10.9,
NGC2560,124.966245,20.984722,1.4,13.3,
NGC2561,124.902915,4.656667,1.1,13.2,
NGC2562,125.097915,21.131667,1,12.9,
NGC2563,125.14875,21.068056,2,12.2,
NGC2564,124.624995,-21.816111,1.2,12.4,
NGC2565,124.95084,22.031389,1.9,12.6,
NGC2566,124.689585,-25.500556,2.9,11,
NGC2567,124.633335,-30.64,11,7.4,
NGC2568,124.57542,-37.105278,3,10.7,
NGC2569,125.337915,20.868056,0.6,14.3,
NGC2570,125.34417,20.910556,1.1,14.5,
NGC2571,124.734585,-29.749167,7,7,
NGC2572,125.352915,19.147778,1.3,13.8,
NGC2573,25.471665,-89.334167,1.9,13.5,
NGC2573A,348.06084,-89.124167,2.1,13.9,
NGC2573B,346.88334,-89.115278,1.5,14.5,
NGC2574,125.20041,-8.918333,2.3,12.3,
NGC2575,125.687505,24.296944,1.7,12.7,
NGC2576,125.74083,25.739444,1.7,14.3,
NGC2577,125.68083,22.553611,1.8,12.4,
NGC2578,125.35083,-13.318056,2.2,12.6,
NGC2579,125.21958,-36.216111,19,7.5,
NGC2580,125.36667,-30.291667,8,9.7,
NGC2581,126.128745,18.596944,1.1,13.4,
NGC2582,126.30042,20.334167,1.2,13,IC2359
NGC2583,125.78292,-5.0025,0.9,13.4,
NGC2584,125.814585,-4.970833,1.2,13.8,
NGC2585,125.859165,-4.915278,1.8,13.6,
NGC2586,125.88084,-4.951389,,,
NGC2587,125.85,-29.508611,10,9.2,
NGC2588,125.78958,-32.975,2,11.8,
NGC2589,126.122505,-8.767778,,,
NGC2590,126.25833,-0.591111,2.2,13.1,IC507
NGC2591,129.35625,78.025556,3,12.2,
NGC2592,126.78375,25.970833,1.7,12.3,
NGC2593,126.699165,17.374444,0.9,13.9,
NGC2594,126.82125,25.878611,0.8,14.1,
NGC2595,126.924585,21.479444,3.2,12.3,
NGC2596,126.860835,17.284444,1.5,13.5,
NGC2597,127.48917,21.5025,,,
NGC2598,127.51041,21.488333,1.3,13.6,
NGC2599,128.04666,22.560833,1.9,12.2,
NGC2600,128.686665,52.715278,1.2,14.2,
NGC2601,126.376665,-68.117778,1.6,12.5,
NGC2602,128.76792,52.831389,0.3,14.7,
NGC2603,128.629995,52.840278,0.3,15.5,
NGC2604,128.345415,29.538611,1.7,12.6,NGC2604A
NGC2604A,128.345415,29.538611,1.7,12.6,NGC2604
NGC2604B,128.398755,29.499444,0.9,14.8,
NGC2605,128.72208,52.804444,0.4,15.5,
NGC2606,128.893335,52.788611,0.7,14.3,
NGC2607,128.48583,26.973056,0.9,13.7,
NGC2608,128.821665,28.473333,1.9,12.3,
NGC2609,127.375005,-61.11,6,,
NGC2610,128.3475,-16.148611,0.7,12.7,
NGC2611,128.871255,25.027778,0.7,14.4,
NGC2612,128.458755,-13.174167,2.8,12.7,
NGC2613,128.344995,-22.972778,6.5,10.3,
NGC2614,130.69833,72.976667,2,12.9,
NGC2615,128.637915,-2.547222,1.9,12.5,
NGC2616,128.89167,-1.850833,1.1,12.5,
NGC2617,128.912085,-4.087778,1.1,13.8,
NGC2618,128.97291,0.707778,2.5,12.1,
NGC2619,129.38583,28.705,1.8,12.4,
NGC2620,129.36792,24.946944,2,13.5,
NGC2621,129.403755,25.000278,0.8,14.8,
NGC2622,129.545415,24.895278,0.8,14.1,
NGC2623,129.60042,25.754722,2.4,13.4,
NGC2624,129.54,19.726111,0.6,14.1,
NGC2625,129.59625,19.716111,0.7,13.9,
NGC2626,128.87916,-40.672222,5,,
NGC2627,129.312495,-29.955,9,8.4,
NGC2628,130.09416,23.539722,1.1,13.3,
NGC2629,131.81334,72.985556,1.5,12.2,
NGC2630,131.775,73,,,
NGC2631,131.775,73,,,
NGC2632,130.099995,19.67,70,3.1,M44
NGC2633,132.01917,74.099167,2.3,12.2,
NGC2634,132.106245,73.967222,1.7,12,
NGC2634A,132.158745,73.938611,1.8,13.5,
NGC2635,129.60792,-34.771667,3,11.2,
NGC2636,132.10167,73.671667,0.4,13.8,
NGC2637,130.30584,19.690278,0.6,14.7,
NGC2638,130.607505,37.220833,1.7,12.8,
NGC2639,130.907505,50.206111,1.8,11.7,
NGC2640,129.35292,-55.123611,2.2,11.1,
NGC2641,131.98917,72.896389,1.3,13.6,
NGC2642,130.185,-4.122222,2,12.6,
NGC2643,130.5375,19.522222,,,IC2390?
NGC2644,130.38333,4.980833,2.1,12.4,
NGC2645,129.762915,-46.227222,3,7,
NGC2646,132.590835,73.462778,1.3,12.1,IC511
NGC2647,130.67916,19.651111,0.8,14.3,
NGC2648,130.66584,14.285,3.2,11.8,
NGC2649,131.033745,34.7175,1.5,12.3,
NGC2650,132.492915,70.299444,1.6,13.3,
NGC2651,130.97958,11.771111,0.6,14.5,
NGC2652,145.63833,-3.699167,3.4,10.9,NGC2974
NGC2653,133.731255,78.394167,,,
NGC2654,132.3,60.220833,4.2,11.8,
NGC2655,133.907085,78.223611,4.9,10.1,
NGC2656,131.971245,53.876111,1,13.8,
NGC2657,131.315835,9.645833,1,13,
NGC2658,130.86375,-32.656111,10,9.2,
NGC2659,130.65,-45,15,8.6,
NGC2660,130.65834,-47.200556,3,8.8,
NGC2661,131.49792,12.619722,1.4,12.8,
NGC2662,131.383335,-15.121111,1.2,12.8,
NGC2663,131.28459,-33.795,3.5,10.6,
NGC2664,131.79333,12.603611,5,,
NGC2665,131.503335,-19.303333,2,12.2,
NGC2666,132.44709,44.704444,,,
NGC2667,132.11334,19.019722,0.8,14,NGC2667A/IC2410
NGC2667A,132.11334,19.019722,0.8,14,NGC2667/IC2410
NGC2667B,132.125835,19.043611,0.8,14.7,IC2411
NGC2668,132.343755,36.710833,1.5,13.8,
NGC2669,131.57916,-52.935,14,6.1,
NGC2670,131.374995,-48.791667,7,7.8,
NGC2671,131.55,-41.877222,5,11.6,
NGC2672,132.34083,19.074444,3,11.7,
NGC2673,132.350415,19.074722,1.2,13.5,
NGC2674,132.304995,-14.293611,0.6,14.9,
NGC2675,133.02084,53.617222,1.5,13.3,
NGC2676,132.898335,47.558333,1.2,13.4,
NGC2677,132.50541,19.010278,0.6,14.6,
NGC2678,132.511245,11.338611,10,,
NGC2679,132.887085,30.865,1.6,12.6,
NGC2680,132.889995,30.865833,,14.5,
NGC2681,133.385415,51.313056,3.6,10.3,
NGC2682,132.825,11.816667,25,6.9,M67
NGC2683,133.172085,33.42,9.3,9.8,
NGC2684,133.72416,49.160278,0.9,12.9,
NGC2685,133.895415,58.734722,4.6,11.3,
NGC2686A,133.744995,49.1425,0.5,14.8,
NGC2686B,133.75209,49.142222,0.3,16.2,
NGC2687A,133.771245,49.156111,0.2,17.1,
NGC2687B,133.77417,49.156111,0.3,15.7,
NGC2687_1,133.771245,49.156111,0.2,17.1,
NGC2687_2,133.77417,49.156111,0.3,15.7,
NGC2688,133.797495,49.1225,0.3,15.8,
NGC2689,133.85541,49.115278,0.3,16.3,
NGC2690,133.15833,-2.603611,1.9,13.1,
NGC2691,133.692915,39.539167,0.9,13.1,
NGC2692,134.240835,52.065833,1.3,13.3,
NGC2693,134.247495,51.347778,2.6,11.9,
NGC2694,134.24667,51.3325,1.2,14.4,
NGC2695,133.6125,-3.066944,1.7,11.9,
NGC2696,132.675,-5.009444,1.3,13.3,
NGC2697,133.74708,-2.987778,1.8,12.3,
NGC2698,133.90167,-3.184167,1.5,12.6,
NGC2699,133.95333,-3.127222,1.1,12.6,
NGC2700,133.96083,-3.116111,,,
NGC2701,134.772915,53.770556,2.2,12.3,
NGC2702,133.977495,-3.064722,,,
NGC2703,133.94625,-3.306389,,,
NGC2704,134.198745,39.3825,1,13.5,IC2424
NGC2705,133.999995,-3.014167,,,
NGC2706,134.05125,-2.563333,1.8,13,
NGC2707,134.023335,-3.065833,,,
NGC2708,134.03292,-3.360556,2.7,12,NGC2727
NGC2709,134.053335,-3.2425,0.8,13.7,
NGC2710,134.95167,55.705833,2,12.9,
NGC2711,134.34792,17.288056,0.9,13.7,
NGC2712,134.877495,44.913889,2.8,12.1,
NGC2713,134.33583,2.921389,3.6,11.8,
NGC2714,133.374165,-59.2175,1.1,12.9,
NGC2715,137.02458,78.085833,4.8,11.2,
NGC2716,134.39916,3.090278,1.3,11.8,
NGC2717,134.25459,-24.673889,2.1,12.3,
NGC2718,134.709585,6.293889,2.1,11.8,
NGC2719,135.064995,35.727778,1.1,13.1,
NGC2719A,135.066255,35.720556,0.4,13.9,
NGC2720,134.78334,11.149722,1.1,12.8,
NGC2721,134.735415,-4.901389,2.4,12.2,
NGC2722,134.69208,-3.709722,2,12.7,NGC2733
NGC2723,135.05958,3.178333,0.8,13.2,
NGC2724,135.257505,35.7625,1.8,13.6,
NGC2725,135.26334,11.0975,0.7,13.5,
NGC2726,136.23666,59.933333,1.6,12.5,
NGC2727,134.03292,-3.360556,2.7,12,NGC2708
NGC2728,135.42042,11.083611,1.1,13.6,
NGC2729,135.369165,3.721111,0.8,13.4,
NGC2730,135.56583,16.838333,1.7,13,
NGC2731,135.534165,8.300556,0.8,13.7,
NGC2732,138.354165,79.187778,2.1,11.9,
NGC2733,134.69208,-3.709722,2,12.7,NGC2722
NGC2734,135.756255,16.864167,0.6,15.5,
NGC2735,135.66042,25.934722,1.2,13.3,
NGC2735A,135.67416,25.938889,0.4,15.3,
NGC2736,135.07083,-45.948056,20,,
NGC2737,135.99834,21.906389,0.9,14.1,
NGC2738,136.00209,21.968333,1.4,13.1,
NGC2739,136.51125,51.744444,0.9,14.7,
NGC2740,136.520835,51.735556,1,14,
NGC2741,135.818745,18.260556,0.4,15,
NGC2742,136.888335,60.479444,3,11.4,
NGC2742A,137.49,62.246944,1.6,13.2,
NGC2743,136.225005,25.004167,1.1,13.6,
NGC2744,136.16292,18.464167,1.6,13.5,
NGC2744A,136.161255,18.456111,0.2,15.7,
NGC2745,136.163745,18.257778,0.4,14.6,
NGC2746,136.497915,35.377222,1.6,13.1,
NGC2747,136.326255,18.442778,0.4,14.5,
NGC2748,138.429165,76.475833,3.1,11.7,
NGC2749,136.33875,18.313611,1.7,11.8,
NGC2750,136.450005,25.4375,2.2,11.9,
NGC2751,136.384995,18.261944,0.8,14.3,
NGC2752,136.42875,18.339722,1.8,13.7,
NGC2753_1,136.78416,25.341111,0.8,14.5,
NGC2753_2,136.78542,25.344167,0.3,14,
NGC2754,136.29666,-19.084722,0.8,14.1,
NGC2755,136.992915,41.708611,1.2,13.3,
NGC2756,137.25375,53.848611,1.7,12.4,
NGC2757,136.347495,-19.034722,,,
NGC2758,136.37958,-19.042778,1.9,13.4,
NGC2759,137.155005,37.621389,1,13,
NGC2760,138.924585,76.3825,,,
NGC2761,136.87791,18.435,0.6,14.3,
NGC2762,137.476665,50.418333,0.3,15,
NGC2763,136.704165,-15.499167,2.3,12,
NGC2764,137.072505,21.443056,1.5,12.9,
NGC2765,136.90209,3.392778,2.1,12.1,
NGC2766,137.1975,29.865278,1.4,13.6,
NGC2767,137.54916,50.401944,0.9,13.8,
NGC2768,137.90583,60.036389,6.4,9.9,
NGC2769,137.634585,50.433611,1.8,13,
NGC2770,137.38959,33.124167,3.7,12.2,
NGC2770A,137.331255,33.122222,0.6,15.2,
NGC2771,137.66541,50.379167,2.3,12.7,
NGC2772,136.92417,-23.619444,1.5,13,
NGC2773,137.43375,7.174167,0.7,14.1,
NGC2774,137.66625,18.696667,0.9,13.7,
NGC2775,137.58375,7.037222,4.3,10.1,
NGC2776,138.06042,44.954722,2.8,11.6,
NGC2777,137.67417,7.207222,0.7,13.3,
NGC2778,138.10209,35.027778,1.4,12.4,
NGC2779,138.117915,35.053889,0.7,15,
NGC2780,138.18459,34.925556,0.9,13.4,
NGC2781,137.86458,-14.817222,3,11.6,
NGC2782,138.52083,40.113611,3.7,11.6,
NGC2783,138.414165,29.993056,2.2,12.6,NGC2783A
NGC2783A,138.414165,29.993056,2.2,12.6,NGC2783
NGC2783B,138.38709,30.000278,1.7,14.3,IC2449
NGC2784,138.080835,-24.1725,5.5,10.2,
NGC2785,138.81333,40.918056,1.5,14.1,
NGC2786,138.39792,12.440556,0.9,13.3,
NGC2787,139.82667,69.203611,3.1,10.7,
NGC2788,137.263755,-67.9325,1.8,12.3,
NGC2788A,135.66666,-68.226667,2.9,13.1,
NGC2788B,135.89583,-67.966389,1.5,13.7,
NGC2789,138.748755,29.730278,1.5,12.2,NGC3167
NGC2790,138.76125,19.6975,0.6,14.5,
NGC2791,138.75792,17.592778,0.8,14.6,
NGC2792,138.110415,-42.4275,0.35,11.6,
NGC2793,139.194165,34.432222,1.2,13,
NGC2794,139.007085,17.589444,1.2,13.2,
NGC2795,139.01541,17.628333,1.4,12.8,
NGC2796,139.17417,30.916111,1.1,13.5,
NGC2797,139.09041,17.727222,0.6,13.5,
NGC2798,139.34541,42,2.8,12.3,
NGC2799,139.37916,41.993889,1.9,13.7,
NGC2800,139.64625,52.514722,1.4,12.8,
NGC2801,139.18416,19.935278,1.1,14,
NGC2802,139.172505,18.963889,1.1,14.3,
NGC2803,139.182495,18.954444,1.1,14,
NGC2804,139.20792,20.198333,1.4,12.8,IC2455
NGC2805,140.085,64.102778,6.3,11,
NGC2806,139.236255,20.071111,,,
NGC2807,139.25292,20.036111,0.6,15,
NGC2807A,139.240005,20.029167,0.5,15,
NGC2808,138.01083,-64.8625,14,6.2,
NGC2809,139.27875,20.069167,1.3,13,
NGC2810,140.518755,71.843889,1.7,12.2,NGC2810A
NGC2810A,140.518755,71.843889,1.7,12.2,NGC2810
NGC2810B,140.492505,71.866667,0.2,16.2,
NGC2811,139.04667,-16.3125,2.5,11.3,
NGC2812,139.420005,19.919167,0.5,15.2,
NGC2813,139.43916,19.906944,1.3,14.3,
NGC2814,140.29791,64.251944,1.1,13.7,
NGC2815,139.081245,-23.633889,3.5,11.9,
NGC2816,140.44167,64.258611,4.1,12.8,NGC2820/IC2458
NGC2817,139.29417,-4.752778,2,13,
NGC2818,139.04166,-36.626111,1.4,11.2,
NGC2819,139.539165,16.198056,1.4,12.8,
NGC2820,140.44167,64.258611,4.1,12.8,NGC2816/IC2458
NGC2821,139.19916,-26.816667,2,13.1,
NGC2822,138.4575,-69.644167,3.3,10.9,
NGC2823,139.8225,34.008333,0.9,14.6,
NGC2824,139.75959,26.270278,0.9,13.3,
NGC2825,139.843335,33.743056,0.9,14.4,
NGC2826,139.850415,33.623611,1.6,13.7,
NGC2827,139.828755,33.880833,0.8,14.8,IC2460
NGC2828,139.894995,33.888611,0.4,15,
NGC2829,139.96791,33.649444,0.3,14.9,
NGC2830,139.921665,33.738056,1.2,13.9,
NGC2831,139.939995,33.744722,0.5,13.3,
NGC2832,139.945005,33.749722,3,11.9,
NGC2833,139.99083,33.9275,0.9,14.8,
NGC2834,140.01042,33.710556,0.6,14.5,
NGC2835,139.46916,-22.355278,6.6,10.5,
NGC2836,138.43875,-69.333056,2.7,11.8,
NGC2837,139.5975,-16.481389,,,
NGC2838,140.17917,39.316389,0.9,13.7,
NGC2839,140.151255,33.651111,0.9,14.2,
NGC2840,140.21958,35.368333,1,13.8,
NGC2841,140.50959,50.976389,8.1,9.2,
NGC2842,138.901665,-63.069444,1.6,12.5,
NGC2843,140.11959,18.926111,0.4,15.5,
NGC2844,140.449995,40.151944,1.7,13,
