name,ra,dec
LdN-1385,3.350301,+59.813155
LdN-1386,3.370278,+59.678706
LdN-1387,3.941185,+56.061587
LdN-1388,4.050601,+56.804755
LdN-1389,4.075786,+56.903163
LdN-1390,4.149441,+55.131752
LdN-1391,3.963866,+53.143435
LdN-1392,4.233042,+55.126364
LdN-1393,4.216032,+54.794124
LdN-1394,4.283345,+55.289765
LdN-1395,4.232182,+54.126392
LdN-1396,4.350062,+55.11872
LdN-1397,4.34984,+54.868727
LdN-1398,4.316046,+54.454267
LdN-1399,4.400207,+55.11541
LdN-1400,4.416772,+54.947639
LdN-1401,4.467152,+55.210961
LdN-1402,4.399763,+54.615425
LdN-1403,4.475492,+55.193737
LdN-1404,4.500636,+55.275394
LdN-1405,4.56748,+55.2709
LdN-1406,4.63444,+55.399701
LdN-1407,4.499741,+54.275424
LdN-1408,4.533382,+54.523174
LdN-1409,4.600592,+54.935315
LdN-1410,4.600516,+54.851986
LdN-1411,4.600142,+54.435331
LdN-1412,4.616849,+54.434198
LdN-1414,4.56586,+53.437619
LdN-1415,4.700379,+54.428509
LdN-1416,4.666673,+54.097468
LdN-1417,4.683232,+53.929666
LdN-1418,4.565169,+52.604311
LdN-1419,4.851009,+54.751481
LdN-1420,4.548195,+52.272115
LdN-1421,4.547996,+52.022122
LdN-1422,4.817002,+54.087147
LdN-1423,4.749539,+53.341775
LdN-1424,4.749468,+53.258445
LdN-1425,4.766028,+53.090633
LdN-1426,4.782729,+53.089483
LdN-1427,4.732276,+52.676273
LdN-1428,4.732207,+52.592943
LdN-1429,4.798598,+52.08836
LdN-1430,4.815338,+52.137204
LdN-1431,4.79853,+52.005031
LdN-1432,4.865391,+52.083736
LdN-1433,4.848558,+51.918232
LdN-1434,3.604211,+37.664957
LdN-1435,4.84829,+51.584909
LdN-1436,4.898514,+51.748092
LdN-1437,4.98894,+52.075116
LdN-1438,4.931772,+51.579101
LdN-1439,5.01565,+52.073241
LdN-1440,3.965073,+41.476479
LdN-1441,4.001861,+41.557513
LdN-1442,3.838625,+38.984259
LdN-1443,4.006502,+40.80721
LdN-1444,4.561078,+46.937785
LdN-1445,4.535817,+46.606149
LdN-1446,3.771021,+37.155016
LdN-1447,4.056606,+40.80405
LdN-1448,3.434581,+30.674671
LdN-1449,3.888136,+37.647869
LdN-1450,3.49325,+31.337997
LdN-1451,3.434412,+30.174677
LdN-1452,3.467975,+30.672772
LdN-1453,2.934084,+20.284743
LdN-1454,2.947413,+20.200737
LdN-1455,3.467804,+30.172777
LdN-1456,3.921317,+37.145811
LdN-1457,2.930557,+19.534917
LdN-1458,2.964101,+20.199893
LdN-1459,4.139537,+39.632082
LdN-1460,5.733346,+52.355165
LdN-1461,4.698407,+44.928411
LdN-1462,4.004733,+36.973933
LdN-1463,4.021394,+36.889552
LdN-1464,4.011282,+36.673519
LdN-1465,4.877694,+45.999401
LdN-1466,5.799896,+52.183659
LdN-1467,5.816568,+52.182446
LdN-1468,3.668587,+31.411093
LdN-1469,4.051339,+36.637658
LdN-1470,3.718824,+31.824767
LdN-1471,3.799368,+32.90325
LdN-1472,3.68519,+31.160104
LdN-1473,4.18892,+38.128885
LdN-1474,4.809746,+44.087404
LdN-1475,5.06069,+45.069899
LdN-1476,5.060379,+44.569911
LdN-1477,5.060073,+44.069922
LdN-1478,4.388782,+37.115802
LdN-1479,4.640363,+39.598944
LdN-1480,5.093142,+43.567578
LdN-1481,4.656385,+38.264498
LdN-1482,4.471552,+35.610273
LdN-1483,4.588754,+36.43573
LdN-1484,4.051675,+29.137549
LdN-1485,4.621785,+35.683478
LdN-1486,4.135116,+29.132234
LdN-1487,4.654817,+34.931218
LdN-1488,4.889241,+36.698422
LdN-1489,4.079082,+26.469117
LdN-1490,4.867061,+35.666616
LdN-1491,4.077349,+26.285891
LdN-1492,4.821745,+35.086418
LdN-1493,4.905433,+35.663945
LdN-1494,4.903555,+35.214071
LdN-1495,4.301422,+27.621437
LdN-1496,4.720317,+32.093366
LdN-1497,4.45196,+28.611491
LdN-1498,4.183671,+24.962401
LdN-1499,4.175271,+24.796273
LdN-1500,4.552388,+29.438095
LdN-1501,4.250465,+25.124739
LdN-1502,5.054835,+34.070113
LdN-1503,4.672707,+29.929931
LdN-1504,4.686052,+29.929019
LdN-1505,4.803308,+31.087636
LdN-1506,4.333939,+25.285942
LdN-1507,4.71935,+29.760067
LdN-1508,4.685718,+29.095697
LdN-1509,5.570057,+37.283318
LdN-1510,5.272008,+34.80471
LdN-1511,4.333761,+24.785948
LdN-1512,5.062597,+32.786213
LdN-1513,4.869928,+30.833013
LdN-1514,4.71074,+29.093983
LdN-1515,4.886644,+30.915186
LdN-1516,5.388862,+35.046343
LdN-1517,4.919865,+30.579531
LdN-1518,5.65663,+37.027043
LdN-1519,4.928205,+30.578949
LdN-1520,4.735498,+28.425609
LdN-1521,4.551111,+26.104807
LdN-1522,5.120658,+32.065432
LdN-1523,5.103834,+31.733284
LdN-1524,4.467156,+24.610429
LdN-1525,5.699626,+36.32391
LdN-1526,5.476996,+34.523325
LdN-1527,4.651259,+26.264681
LdN-1528,4.617711,+25.766959
LdN-1529,4.533819,+24.439287
LdN-1530,5.387932,+33.046377
LdN-1531,4.533777,+24.322622
LdN-1532,4.667751,+25.76355
LdN-1533,4.604052,+24.917878
LdN-1534,4.667689,+25.596886
LdN-1535,4.592007,+23.902014
LdN-1536,4.550022,+23.104846
LdN-1537,4.851477,+26.417571
LdN-1538,4.767578,+25.090026
LdN-1539,4.934932,+26.578425
LdN-1540,5.018157,+26.155918
LdN-1541,4.733367,+22.759019
LdN-1542,5.017932,+25.572592
LdN-1543,4.456834,+18.861058
LdN-1544,5.067833,+25.235738
LdN-1545,5.255181,+26.722458
LdN-1546,4.481712,+18.442724
LdN-1547,5.268389,+26.388178
LdN-1548,5.268323,+26.221513
LdN-1549,5.284996,+26.220321
LdN-1550,6.004377,+32.168333
LdN-1551,4.523294,+18.106594
LdN-1552,5.294935,+26.052942
LdN-1553,5.318345,+26.217935
LdN-1554,5.333351,+26.21686
LdN-1555,6.020893,+31.83379
LdN-1556,4.622964,+16.933172
LdN-1557,6.103416,+29.994413
LdN-1558,4.764756,+17.09013
LdN-1559,5.43383,+23.042934
LdN-1560,6.219224,+27.985949
LdN-1561,4.846543,+12.28442
LdN-1562,5.030522,+14.071571
LdN-1563,5.030439,+13.821574
LdN-1564,6.300654,+23.229958
LdN-1565,6.350677,+23.309659
LdN-1566,6.350613,+23.142993
LdN-1567,6.375672,+23.307844
LdN-1568,6.383876,+22.97391
LdN-1569,4.017585,-0.360551
LdN-1570,6.11588,+19.32669
LdN-1571,5.179404,+10.560996
LdN-1572,5.179404,+10.560996
LdN-1573,5.513794,+13.537051
LdN-1574,6.128911,+18.492395
LdN-1576,6.13879,+18.158338
LdN-1577,5.496787,+12.538267
LdN-1578,6.140398,+17.991552
LdN-1579,5.663898,+13.776186
LdN-1580,5.563575,+12.866777
LdN-1581,5.490007,+12.20542
LdN-1582,5.530124,+12.535859
LdN-1583,5.47995,+12.039476
LdN-1584,5.526707,+12.286103
LdN-1585,5.680423,+13.358315
LdN-1586,6.098024,+15.994614
LdN-1587,6.131356,+15.992186
LdN-1588,5.345389,+8.382449
LdN-1589,5.30506,+7.385328
LdN-1590,5.345064,+7.382461
LdN-1591,6.16388,+13.656455
LdN-1594,5.74564,+9.020194
LdN-1595,5.46147,+6.540747
LdN-1596,5.762308,+9.018982
LdN-1597,5.8372,+8.680197
LdN-1598,5.873756,+8.344197
LdN-1599,5.82848,+7.514151
LdN-1600,6.513615,+12.964385
LdN-1601,6.496754,+12.382264
LdN-1602,5.744654,+6.020231
LdN-1604,6.479837,+11.633479
LdN-1605,6.546161,+10.628673
LdN-1606,6.496029,+10.215624
LdN-1607,6.512722,+10.297751
LdN-1608,6.612874,+10.79053
LdN-1609,6.604431,+10.457801
LdN-1610,6.63276,+10.455761
LdN-1611,6.010996,+5.000826
LdN-1612,6.044219,+4.665067
LdN-1613,6.67909,+9.452419
LdN-1614,5.595796,+9.531073
LdN-1615,5.095731,+9.56692
LdN-1616,5.112401,+9.56574
LdN-1617,5.910345,+3.008138
LdN-1618,6.09411,+4.328094
LdN-1619,6.077389,+4.162644
LdN-1620,5.610721,+4.196599
LdN-1621,5.916795,+2.340993
LdN-1622,5.910021,+2.00815
LdN-1623,6.127171,+3.492342
LdN-1624,5.96002,+2.004506
LdN-1625,6.461304,+5.968087
LdN-1626,6.745258,+7.947657
LdN-1627,5.776041,+0.017881
LdN-1628,6.210341,+2.986279
LdN-1629,6.16018,+2.489926
LdN-1630,5.760183,+2.519063
LdN-1631,6.736414,+6.364939
LdN-1632,5.992543,-0.497892
LdN-1633,6.410496,+3.47174
LdN-1634,5.310496,+3.551564
LdN-1635,5.687173,+3.524379
LdN-1636,5.692174,+3.524016
LdN-1637,6.727305,+3.948897
LdN-1638,5.96067,+4.004482
LdN-1639,6.860788,+4.439372
LdN-1640,5.560827,+4.533548
LdN-1641,5.627495,+4.52872
LdN-1642,4.588308,-14.231441
LdN-1643,6.104629,-14.339558
LdN-1644,6.124629,-14.341015
LdN-1645,6.112962,-14.340165
LdN-1646,6.121295,-14.340772
LdN-1647,5.706114,-9.97715
LdN-1648,5.872769,-9.989275
LdN-1649,6.966188,-10.068265
LdN-1650,6.989525,-10.069913
LdN-1651,6.372774,-10.025681
LdN-1652,6.439446,-10.030516
LdN-1653,6.962853,-10.06803
LdN-1654,6.989525,-10.069913
LdN-1655,6.942849,-10.066615
LdN-1656,6.941183,-10.066497
LdN-1657,7.072769,-10.409105
LdN-1658,7.239265,-11.08738
LdN-1659,7.293487,-23.341269
LdN-1660,7.334971,-23.927461
LdN-1661,7.368267,-24.096409
LdN-1662,7.468524,-23.603222
LdN-1663,7.53542,-23.107727
LdN-1664,7.401444,-24.598679
LdN-1665,7.585284,-23.611074
LdN-1666,7.601788,-24.112182
LdN-1667,7.417692,-25.766466
LdN-1668,7.61652,-24.896506
LdN-1669,7.933472,-29.633916
LdN-1670,8.074581,-31.64286
LdN-1671,8.099427,-32.144416
LdN-1672,16.351674,-28.118178
LdN-1673,16.50235,-29.441501
LdN-1674,16.497083,-28.775177
LdN-1675,16.300884,-26.121492
LdN-1676,16.350933,-26.1182
LdN-1677,16.887154,-32.081867
LdN-1678,16.266983,-24.623691
LdN-1679,17.045984,-32.904083
LdN-1680,16.350218,-24.118222
LdN-1681,16.450546,-24.778238
LdN-1682,17.137365,-32.097611
LdN-1683,16.484028,-25.109337
LdN-1684,16.517514,-25.440427
LdN-1685,17.154064,-32.146426
LdN-1686,16.430366,-24.329579
LdN-1687,16.383407,-23.616022
LdN-1688,16.433626,-24.112692
LdN-1689,16.534067,-25.089308
LdN-1690,16.446948,-24.045135
LdN-1691,17.254314,-32.555964
LdN-1692,16.441907,-23.945472
LdN-1693,17.22081,-32.225016
LdN-1694,17.17056,-31.728582
LdN-1695,17.053312,-30.570197
LdN-1696,16.48041,-24.326236
LdN-1697,17.220774,-32.141682
LdN-1698,17.254166,-32.222637
LdN-1699,17.259153,-32.188948
LdN-1700,17.203841,-31.559546
LdN-1701,17.27079,-32.104779
LdN-1702,17.270658,-31.804785
LdN-1703,17.31248,-32.101797
LdN-1704,16.513574,-23.774002
LdN-1705,17.337508,-32.133337
LdN-1706,17.203553,-30.89289
LdN-1707,17.220265,-30.975033
LdN-1708,17.169986,-30.395269
LdN-1709,16.550271,-23.77153
LdN-1710,17.345764,-31.94941
LdN-1711,17.186591,-30.227418
LdN-1712,16.633911,-24.432537
LdN-1713,17.186577,-30.194086
LdN-1714,17.203304,-30.309564
LdN-1715,17.203268,-30.226232
LdN-1716,17.169705,-29.728611
LdN-1717,16.315493,-20.120459
LdN-1718,17.253305,-30.239331
LdN-1719,16.332172,-20.119362
LdN-1720,17.269973,-30.221474
LdN-1721,16.265128,-19.123746
LdN-1722,17.269902,-30.05481
LdN-1723,17.520964,-32.203469
LdN-1724,17.529307,-32.219532
LdN-1725,17.320069,-30.384561
LdN-1726,17.202849,-29.226246
LdN-1727,17.202849,-29.226246
LdN-1728,17.186089,-29.027436
LdN-1729,16.717184,-24.093505
LdN-1730,17.554309,-32.201058
LdN-1731,17.102311,-28.066698
LdN-1732,17.487319,-31.539219
LdN-1733,17.207763,-29.009228
LdN-1734,17.540823,-31.868694
LdN-1735,17.535754,-31.719056
LdN-1736,17.169154,-28.395298
LdN-1737,17.185863,-28.477443
LdN-1738,17.549093,-31.718092
LdN-1739,16.583009,-22.019294
LdN-1740,16.603094,-22.217936
LdN-1741,17.369954,-30.047643
LdN-1742,17.202505,-28.392926
LdN-1743,17.202369,-28.059596
LdN-1744,16.666489,-22.263618
LdN-1745,16.817191,-23.919941
LdN-1746,17.185424,-27.394126
LdN-1747,16.850515,-23.834295
LdN-1748,16.817008,-23.419947
LdN-1749,17.386205,-29.04646
LdN-1750,16.867225,-23.916469
LdN-1751,17.520014,-30.036834
LdN-1752,16.498791,-19.608277
LdN-1753,17.904767,-33.008946
LdN-1754,17.536687,-30.035629
LdN-1755,16.73308,-21.925719
LdN-1756,17.268801,-27.388182
LdN-1757,16.532146,-19.606034
LdN-1758,17.921283,-32.674405
LdN-1759,16.868585,-23.083029
LdN-1760,18.004773,-33.001657
LdN-1761,16.933807,-23.578487
LdN-1762,18.038182,-33.165893
LdN-1763,16.933746,-23.411823
LdN-1764,17.469362,-28.540466
LdN-1765,16.749524,-21.257911
LdN-1766,17.971132,-32.33743
LdN-1767,17.310232,-26.751876
LdN-1768,17.33529,-26.86675
LdN-1769,17.7034,-30.023547
LdN-1770,16.548486,-18.60492
LdN-1771,18.071283,-32.663471
LdN-1772,17.330195,-26.633777
LdN-1773,17.351936,-26.798887
LdN-1774,17.377035,-27.013755
LdN-1775,16.950208,-22.82733
LdN-1776,17.552725,-28.534446
LdN-1777,16.950177,-22.743997
LdN-1778,15.669064,-22.827694
LdN-1779,16.983589,-22.908325
LdN-1780,15.682465,-22.993567
LdN-1781,16.464608,-17.110538
LdN-1782,16.698971,-19.761364
LdN-1783,17.970758,-31.504111
LdN-1784,16.996931,-22.907388
LdN-1785,17.000267,-22.907154
LdN-1786,18.111152,-32.377227
LdN-1787,17.000205,-22.740488
LdN-1788,17.887053,-30.676863
LdN-1789,18.13787,-32.491947
LdN-1790,17.184316,-24.560829
LdN-1791,16.993479,-22.590958
LdN-1793,17.426866,-26.543498
LdN-1794,17.440243,-26.642536
LdN-1795,17.911982,-30.508378
LdN-1796,16.698742,-19.094705
LdN-1797,17.033494,-22.571477
LdN-1798,18.070756,-31.496822
LdN-1799,16.782323,-19.672297
LdN-1800,17.025034,-22.238735
LdN-1801,17.836542,-29.513857
LdN-1802,17.038368,-22.221129
