name,ra,dec,diameter,mag,alias
IC1236,254.623755,20.040833,1,13.6,
IC1237,254.06625,55.026944,1.9,13.6,
IC1238,255.126255,23.076667,,,
IC1239,255.1875,23.044444,0.4,14.6,NGC6276
IC1240,255.248745,61.05,,,
IC1241,255.36708,63.691111,1.2,13.1,
IC1242,257.17875,4.049722,0.9,13.8,
IC1243,257.60208,10.767222,1.5,,
IC1244,257.64,36.303889,1,13.9,
IC1245,258.15333,38.020278,1.7,13.7,
IC1246,258.55167,20.236944,,,
IC1247,259.09167,-12.781389,,,
IC1248,257.916255,59.995,0.9,13.6,
IC1249,258.728745,35.520556,0.6,14,
IC1250,258.620835,57.417222,0.4,15.2,
IC1251,257.55375,72.409722,1.5,13.5,
IC1252,258.958335,57.366944,1,14.9,IC4649
IC1253,259.977495,16.660556,1.2,13.7,NGC6347
IC1254,257.888745,72.401667,1.6,13.8,
IC1255,260.772495,12.696111,1,13.4,
IC1256,260.94708,26.486389,1.6,13.2,
IC1257,261.784995,-7.093611,5,13.1,
IC1258,261.82167,58.485278,0.9,13.5,
IC1259_1,261.85209,58.516667,0.8,14.9,
IC1259_2,261.861255,58.516389,0.3,13.1,
IC1260,261.88167,58.476389,0.3,14.7,
IC1261_1,260.836245,71.263889,0.8,15,
IC1261_2,260.85834,71.263333,0.9,15,
IC1262,263.25834,43.759722,1.2,13.6,
IC1263,263.27916,43.821667,1.6,13.7,
IC1264,263.320005,43.628889,1.2,14,
IC1265,264.163755,42.088889,2,12.3,
IC1266,266.397915,-46.088611,0.17,,
IC1267,264.691245,59.3725,1.5,13.4,
IC1268,267.66333,17.21,0.7,14.3,NGC6468
IC1269,268.02459,21.568889,1.7,12.8,
IC1270,266.98875,62.224167,,,
IC1271,271.30416,-24.410556,,,
IC1272,271.232505,25.129167,,,
IC1273,271.262505,25.133889,,,
IC1274,272.458335,-23.648333,6,,Sh2-31
IC1275,272.529165,-23.761667,,,
IC1276,272.690415,-7.211111,8,10.3,
IC1277,272.61375,31.003333,1.2,13.4,
IC1278,272.67459,31.149722,0.8,,
IC1279,272.814165,36.0075,2.6,13.5,
IC1280,273.076245,25.662778,0.4,14.3,NGC6581
IC1281,272.908755,35.997778,0.5,14.9,
IC1282,273.52209,21.101667,,,
IC1283,274.31958,-19.762222,3,,
IC1284,274.41459,-19.671944,17,,
IC1285,274.040835,25.102222,,,
IC1286,274.060005,55.59,1.4,13.8,
IC1287,277.858335,-10.795,20,,
IC1288,277.343745,39.713889,1.1,13.4,
IC1289,277.509165,39.964722,0.7,15,
IC1290,279.616665,-24.113333,2,,
IC1291,278.46834,49.278611,1.8,13,
IC1292,281.16792,-27.815,,,
IC1293,280.408335,56.317222,,,
IC1294,282.46041,40.209167,,,
IC1295,283.65459,-8.826389,1.5,12.5,
IC1296,283.32834,33.066389,1.1,14,
IC1297,289.347495,-39.6125,0.4,10.7,
IC1298,289.647495,-1.596111,,,
IC1299,290.674995,20.74,2,,
IC1300,291.012915,53.624167,1.6,13.2,NGC6798
IC1301,291.63291,50.125833,1.2,13.3,IC4867
IC1302,292.720005,35.785,0.9,13.4,
IC1303,292.87584,35.875833,1.3,14.3,
IC1304,293.899995,41.11,,,
IC1305,294.825,20.194444,,,
IC1306,295.425,37.691667,,,
IC1307,295.62084,27.751667,,,
IC1308,296.27166,-14.721389,0.6,14,
IC1309,300.755835,-17.2325,0.9,14.2,
IC1310,302.50416,34.968333,3,,
IC1311,302.7,41.173333,5,13.1,
IC1312,304.21458,18.045833,,,
IC1313,304.681665,-16.946111,2.1,14.1,
IC1314,304.445835,25.096667,25,,
IC1315,304.340415,30.688056,,,
IC1316,305.607495,6.501667,,,
IC1317,305.814585,0.664722,0.7,13.8,
IC1318,305.55834,40.256667,50,,
IC1318A,304.150005,41.816667,50,,
IC1318B,306.975,40,45,,
IC1319,306.505005,-18.504167,0.8,13.8,
IC1320,306.60708,2.909444,1,13.6,
IC1321,307.04583,-18.291944,1.1,14.4,
IC1322,307.534995,-15.227778,0.9,14.1,
IC1323,307.62375,-15.1825,,,
IC1324,308.05083,-9.055556,1.5,13.5,
IC1325,308.20875,9.9275,2.1,12.2,NGC6928
IC1326,308.245005,9.873889,1.2,12.8,NGC6930
IC1327,308.92209,-0.005278,0.9,14,
IC1328,310.487505,-19.633056,0.8,14.1,
IC1329,310.926255,15.587778,,,
IC1330,311.56167,-14.022778,1.2,14,
IC1331,311.953335,-9.995556,1.8,13.7,
IC1332,312.96375,-13.711111,0.9,13.5,
IC1333,313.071255,-16.285833,1.5,13.6,IC1334
IC1334,313.071255,-16.285833,1.5,13.6,IC1333
IC1335,313.275,-16.335,0.5,14.7,
IC1336,313.77084,-18.038611,0.8,14.3,
IC1337,314.21916,-16.585,0.8,13.8,
IC1338,314.240415,-16.492222,0.7,14.9,
IC1339,314.481255,-17.942222,1.4,13.2,
IC1340,314.03334,31.048333,25,,
IC1341,315.069165,-13.975833,0.5,14.3,
IC1342,315.106245,-14.495,0.8,13.9,
IC1343,315.252915,-15.403611,1,14.9,
IC1344,315.31875,-13.380278,1,13.7,
IC1345,315.34209,-13.3975,0.5,14.6,
IC1346,315.40458,-13.960278,1.2,14.1,
IC1347,315.43458,-13.312778,0.8,14.4,
IC1348,315.432915,-13.356944,0.8,14.3,
IC1349,315.460005,-13.265,0.6,14.7,
IC1350,315.467505,-13.852222,0.7,15.2,IC1354
IC1351,315.46791,-13.201389,0.5,14.7,
IC1352,315.478335,-13.384444,0.3,15.7,
IC1353,315.48459,-13.2725,0.3,15.7,
IC1354,315.467505,-13.852222,0.7,15.2,IC1350
IC1355,315.492915,-13.1725,0.4,14.3,
IC1356,315.72084,-15.811944,1.1,14.6,
IC1357,316.48833,-10.715833,1.3,14.3,
IC1358,316.62375,-16.203611,0.4,15.2,
IC1359,317.17917,12.483889,1.2,13.9,
IC1360,317.709585,5.071667,0.7,14.5,
IC1361,317.871255,5.054722,0.9,14.2,
IC1362,317.96916,2.329444,0.3,14.6,
IC1363,317.66667,46.87,,,
IC1364,318.3525,2.770278,1,13.8,
IC1365,318.48333,2.565278,1.1,13.7,
IC1366,318.53292,1.776667,0.4,14.5,
IC1367,318.54,2.994444,0.3,14.1,
IC1368,318.552495,2.178333,1.2,13.4,
IC1369,318.0375,47.766667,5,8.8,
IC1370,318.80958,2.192222,1.6,14.6,
IC1371,320.065005,-4.876111,0.9,13.8,
IC1372,320.071245,-5.604722,0.8,14.7,
IC1373,320.154585,1.093056,0.3,14.5,
IC1374,320.26083,1.713611,0.3,15.1,
IC1375,320.248755,3.985833,1,14.2,
IC1376,321.175005,-5.742778,,,
IC1377,321.361665,4.314167,0.8,14.3,
IC1378,320.716665,55.463889,,,
IC1379,321.504585,3.097222,0.3,14.5,
IC1380,321.79542,2.718056,0.3,14.3,
IC1381,321.889995,-1.188056,0.8,14.6,
IC1382,320.53125,18.665556,1.5,12.9,NGC7056
IC1383,321.91458,-1.102222,0.4,14.5,
IC1384,321.97083,-1.368611,0.7,14.7,
IC1385,322.212915,-1.069722,0.4,15,
IC1386,322.40583,-21.195556,1.5,13.1,
IC1387,322.393335,-1.350556,0.4,14.5,
IC1388,322.46709,-0.630833,0.4,14.2,
IC1389,323.03334,-18.019167,0.7,14.5,
IC1390,323.10375,-1.861944,0.7,14.5,
IC1391,323.75166,-0.511389,0.2,14.7,
IC1392,323.885835,35.398611,1.1,12,
IC1393,325.058745,-22.411111,0.6,14.6,
IC1394,325.05375,14.633611,1,14.2,
IC1395,325.42209,4.105,0.3,14.4,
IC1396,324.724995,57.488889,170,,
IC1396A,323.875005,57.383333,14,,
IC1396B,323.625,57.466667,12,,
IC1397,326.00916,-4.884444,0.7,14.5,
IC1398,326.46417,9.475556,0.9,14.6,
IC1399,326.536665,4.402778,0.3,14.7,
IC1400,326.06667,52.966667,,,
IC1401,326.74791,1.711389,1.8,13.8,
IC1402,326.24166,53.263333,,,
IC1403,327.620835,-2.715556,0.5,15.8,
IC1404,327.73458,-9.266111,0.8,14,
IC1405,327.707505,2.021389,0.9,13.8,
IC1406,327.769995,1.9875,0.3,14.7,
IC1407_1,328.097505,3.426667,0.4,14.3,
IC1407_2,328.09416,3.428611,0.2,16.6,
IC1408,328.28709,-13.346389,1,13.9,
IC1409,328.33125,-7.499722,0.5,15.2,
IC1410,329.008755,-2.899722,0.5,14.9,
IC1411,329.00208,-1.516667,0.9,13.4,
IC1412,329.57709,-17.176667,0.9,13.5,
IC1413_1,329.60541,-3.124722,0.9,15.7,
IC1413_2,329.611665,-3.101667,0.7,15.2,
IC1414,329.575005,8.423889,0.5,14,
IC1415,329.6775,1.350278,,,
IC1416,329.706255,1.451389,,,
IC1417,330.09042,-13.146944,1.3,13.7,
IC1418,330.49959,4.384722,0.9,14,
IC1419,330.745005,-9.920556,0.4,15.2,
IC1420,330.631245,19.75,1.2,13.2,
IC1421,330.766245,-9.977778,0.4,14.8,
IC1422,330.75,2.599444,0.4,14.5,
IC1423,330.80334,4.298056,1,13.9,
IC1424,330.788745,11.197778,,,
IC1425,330.85167,2.595278,0.5,14.3,
IC1426,330.97125,-9.909722,,,
IC1427,330.89625,15.107222,1,13.7,
IC1428,331.115415,2.631111,0.4,14.4,
IC1429,331.760415,10.108889,,,
IC1430,331.873755,-13.580833,0.4,15,
IC1431,331.914585,-13.513333,0.8,14.2,
IC1432,332.51625,3.69,0.3,16,
IC1433,333.043755,-12.765,0.7,14.7,
IC1434,332.625,52.833333,7,9,
IC1435,333.358755,-22.096389,1,13.1,
IC1436,333.463755,-10.191389,0.7,14.8,
IC1437,333.93708,2.065833,1.1,13.5,
IC1438,334.12083,-21.430833,2.4,11.9,
IC1439,334.167495,-21.485556,1.3,13.7,
IC1440,334.138335,-16.016389,1.2,13.9,
IC1441,333.82959,37.300833,0.7,14.6,
IC1442,334.024995,53.991667,5,9.1,
IC1443,334.765005,-20.94,0.8,12.5,
IC1444,335.59917,5.139722,0.5,14.3,
IC1445,336.37584,-17.243611,1.6,12.7,
IC1446,337.269165,-1.184167,0.6,15.1,
IC1447,337.49916,-5.119444,1.5,12.8,
IC1448,338.63334,-12.933611,1.2,13.7,NGC7308
IC1449,338.77917,-8.765556,0.5,15,
IC1450,339.49167,34.535833,,,
IC1451,341.53083,-10.370278,0.5,14.2,
IC1452,341.49666,10.868056,0.4,14.5,NGC7374B
IC1453,341.72667,-13.449444,0.7,14.3,
IC1454,340.60209,80.443056,0.63,14,
IC1455,343.441665,1.3725,0.9,13.8,
IC1456,343.82583,-12.731944,0.7,15,
IC1457,343.84917,-5.5625,,,
IC1458,344.172495,-7.379722,1.3,13.8,NGC7441
IC1459,344.293335,-36.4625,5.2,10,IC5265
IC1460,344.266665,4.6775,0.5,14.4,
IC1461,344.642505,15.173333,0.6,14.2,
IC1462,344.655,8.441111,,,
IC1463,344.83791,-10.530833,,,
IC1464A,345.79584,-8.988611,0.7,14.6,
IC1464B,345.799995,-8.992222,0.5,14.9,
IC1465,345.72291,16.5825,,,
IC1466,345.912495,-2.775556,0.5,13.4,
IC1467,346.20666,-3.231111,0.8,14.2,
IC1468,346.280415,-3.205278,1.1,14.2,
IC1469,346.618755,-13.536389,0.5,15,
IC1470,346.29333,60.242222,1,,Sh2-156
IC1471,347.187495,-12.639167,0.8,13.6,
IC1472,347.277495,17.259722,1.2,14.2,
IC1473,347.77167,29.643056,2.1,12.9,
IC1474,348.21375,5.805833,1.1,13.9,
IC1475,348.508335,-28.421667,,,
IC1476,348.567915,30.551944,0.7,14.7,
IC1477,349.300005,-6.911667,1,14.2,NGC7596
IC1478,349.557915,10.297778,1.4,13.7,NGC7594
IC1479,349.692915,-10.398611,1.1,13.7,
IC1480,349.7475,11.341944,,,NGC7607
IC1481,349.854165,5.905833,0.8,13.5,
IC1482,350.20584,1.739444,0.6,14.4,
IC1483,350.637495,11.329444,0.6,14.9,NGC7638
IC1484,350.66625,11.385,0.4,17,
IC1485,350.70084,11.373333,0.5,14.6,NGC7639
IC1486,350.975835,9.668333,1.6,13,NGC7648
IC1487,351.083745,14.646944,1.3,14,NGC7649
IC1488,351.410415,15.353889,0.9,14.8,
IC1489,351.63375,-12.516389,0.4,14.2,
IC1490,359.79459,-4.126944,1.7,14.1,IC1524
IC1491,352.352085,-16.316111,0.5,14.1,
IC1492,352.65,-3.039444,1,13.3,
IC1493,352.614165,14.458333,0.5,15.4,
IC1494,352.69209,-12.724167,0.5,15.1,
IC1495,352.69791,-13.485278,1.4,13.3,IC5327
IC1496,352.722495,-2.933889,1.7,13.4,
IC1497,352.20834,11.986944,,,
IC1498,352.97292,-5.006389,1.9,13.7,
IC1499,352.9875,-13.439444,,,
IC1500,353.289585,4.5525,0.5,14.6,
IC1501,353.66709,-3.153611,1.6,13.8,
IC1502,354.083745,75.6475,1.1,13.9,
IC1503,354.613335,4.801389,0.9,13.7,
IC1504,355.33167,4.018333,1.7,13.5,
IC1505,355.404165,-3.564722,0.9,13.7,
IC1506,356.20125,4.736111,0.7,14.5,
IC1507,356.387505,1.689167,1.3,13.6,
IC1508,356.47959,12.061111,2,13.3,
IC1509,356.81916,-15.307222,1.4,14.5,
IC1510_1,357.635415,2.074722,0.7,14.7,
IC1510_2,357.6375,2.072222,0.6,14.7,
IC1511,357.751665,27.062778,,,
IC1512,357.755835,27.027222,,,
IC1513,358.37166,11.317778,1,14.3,
IC1514,358.568745,-13.586389,0.9,13.9,NGC7776
IC1515,359.01708,-0.988611,1.2,13.5,
IC1516,359.02959,-0.916944,1.8,13.1,
IC1517,359.078745,-0.305556,0.8,13.8,
IC1518,359.275005,12.465556,0.3,14.6,
IC1519,359.28459,12.458056,0.7,14.6,
IC1520,359.477085,-14.038889,0.7,13.8,
IC1521,359.74875,-7.146111,0.5,15,
IC1522,359.76417,1.720278,1,14.5,
IC1523,359.777085,6.873611,0.3,15.3,IC5368
IC1524,359.79459,-4.126944,1.7,14.1,IC1490
IC1525,359.81541,46.889444,1.9,12.2,
IC1526,0.381255,11.346667,0.5,14.4,
IC1527,0.58959,4.090278,1.3,14.6,
IC1528,1.27209,-7.118056,2.4,12.7,
IC1529,1.30458,-11.502222,1.2,13.6,
IC1530,1.83042,32.609167,1.5,12.8,NGC7831
IC1531,2.397915,-32.276667,1.8,12.4,
IC1532,2.472495,-64.371111,1.6,14,
IC1533,2.653335,-7.415278,,,
IC1534,3.43917,48.151944,1,13.8,
IC1535,3.48834,48.1575,1.3,14.3,
IC1536,3.578745,48.143889,0.7,14.3,
IC1537,3.95625,-39.260833,0.5,15,
IC1538,4.502085,30.027778,,,
IC1539,4.59333,30.078889,1.6,13.5,NGC70
IC1540,4.95333,23.7725,0.9,14.1,
IC1541,5.008335,22.000556,0.6,14.5,
IC1542,5.172495,22.592778,0.7,14.1,
IC1543,5.23167,21.865556,0.7,13.4,
IC1544,5.323335,23.090833,1.2,13.7,
IC1545,5.33667,21.983889,0.3,15.7,
IC1546,5.371245,22.506389,0.9,14.7,NGC85B
IC1547,5.398755,22.023333,,,
IC1548,5.47959,22.006944,0.9,14.7,
IC1549,5.7075,6.964722,0.8,13.8,
IC1550,6.11583,38.185278,0.9,13.9,
IC1551,6.897915,8.8775,2.5,13.7,
IC1552,7.43292,21.476389,0.9,14.6,
IC1553,8.16666,-25.608889,1.2,13.6,
IC1554,8.20917,-32.031389,,,
IC1555,8.63667,-30.0175,1.3,13.7,
IC1556,8.775,-9.566667,,,
IC1557,8.893335,-2.875833,0.5,15,
IC1558,8.946255,-25.374444,3.3,12.2,
IC1559,9.2175,23.985,0.4,14,NGC169A
IC1560,9.41667,2.671667,,,
IC1561,9.634995,-24.340278,1.2,14.1,
IC1562,9.64083,-24.273889,1.6,12.8,
IC1563,9.75042,-9.015,0.7,14,NGC191A
IC1564,9.77166,6.021111,1,14,
IC1565,9.85917,6.734167,1,13.4,IC1567
IC1566,9.88875,6.815556,0.7,14.8,
IC1567,9.85917,6.734167,1,13.4,IC1565
IC1568,9.98292,6.849167,0.8,14.2,
IC1569,10.11666,6.719722,0.4,14.6,
IC1570,10.142505,6.753333,0.4,16.2,
IC1571,10.157505,-0.330278,1.5,13.7,
IC1572,10.300005,16.238333,,,
IC1573,10.542495,-23.592222,1.2,16,
IC1574,10.76667,-22.246111,2.1,13.7,
IC1575A,10.887915,-4.116667,1.2,13.7,
IC1575B,10.89,-4.119444,1.5,13.2,
IC1576,11.057505,-25.109167,0.7,14.7,
IC1577,10.89333,-8.185556,1,13.1,IC48
IC1578,11.1075,-25.076389,0.8,14.5,
IC1579,11.38416,-26.564444,0.9,14.1,
IC1580,11.588745,29.937222,,,
IC1581,11.443335,-25.919444,0.9,15.4,
IC1582,11.569995,-24.279722,1.1,15.1,
IC1583,11.792505,23.074444,0.5,14.9,
IC1584,11.82708,27.828333,1.6,13.6,
IC1585,11.80917,23.054167,0.8,14.6,
IC1586,11.98542,22.373333,0.3,14,
IC1587,12.18,-23.561667,1.4,14.3,
IC1588,12.740415,-23.558611,0.7,14.9,
IC1589,12.99708,-34.421944,,,
IC1590,13.2,56.631667,,,
IC1591,13.02708,-22.680278,1,14.7,NGC276
IC1592,13.362915,5.769722,1,14.1,
IC1593,13.66458,32.519722,,,
IC1594,13.438335,-47.647778,1.3,14.4,
IC1595,13.445835,-45.186389,1.5,14.3,
IC1596,13.677915,21.523056,1.8,13.8,
IC1597,13.38375,-58.107222,1.7,14.2,
IC1598,13.673745,5.774167,1,13.9,
IC1599,13.636245,-23.494444,1.1,14.8,
IC1600,13.767495,-23.524444,0.8,14.8,
IC1601,13.89459,-24.153333,0.9,13.7,
IC1602,13.96584,-9.985278,0.7,14.3,
IC1603,14.248755,-45.412778,1.3,13.8,
IC1604,14.500005,-16.216667,,,
IC1605,14.405835,-48.902778,1.6,12.9,
IC1606,14.592915,-12.179722,,,
IC1607,14.70375,0.587222,0.9,13.4,
IC1608,14.85084,-34.329722,2,12.4,
IC1609,14.94459,-40.333611,1.4,12.6,
IC1610,15.42792,-15.567778,1.4,12.9,
IC1611,14.952915,-72.3325,1,12,
IC1612,14.998335,-72.370833,0.7,12.5,
IC1613,16.197915,2.118611,16.6,9.2,
IC1614,16.27875,33.190278,0.3,16.6,
IC1615,16.02834,-51.132778,1.3,13.4,
IC1616,16.23375,-27.428889,1.6,12.6,
IC1617,16.06959,-51.0325,1.4,13.7,
IC1618,16.482915,32.412778,1.2,14.7,
IC1619,16.843335,33.066944,0.7,14.6,
IC1620,16.80834,13.955,1,13.4,
IC1621,16.59417,-46.725278,1.3,13.2,
IC1622,16.902495,-17.538611,0.7,13.7,
IC1623A,16.945005,-17.506667,0.9,13.9,
IC1623B,16.95042,-17.506667,0.7,14.5,
IC1624,16.341255,-72.0425,0.7,12.9,
IC1625,16.9275,-46.908333,1.6,12,
IC1626,16.55583,-73.298056,,,
IC1627,17.044995,-46.093889,2.5,12.9,
IC1628,17.19792,-28.582222,1.1,12.5,
IC1629,17.32542,2.568056,0.4,14.4,
IC1630,17.07,-46.754167,1.5,14.3,
IC1631,17.18625,-46.475278,0.9,13.3,
IC1632,17.68083,17.683333,0.2,15.5,
IC1633,17.481255,-45.931389,2.6,11.5,
IC1634,17.762505,17.6625,0.4,14.7,
IC1635,17.764995,17.651667,0.3,14.7,
IC1636,17.90541,33.355,0.3,14.4,
IC1637,17.755005,-30.438611,1.7,12.8,
IC1638,18.09042,33.365,0.7,14.1,
IC1639,17.94375,-0.663889,0.9,13.1,
IC1640,17.96334,-0.630556,0.2,14.4,
IC1641,17.412915,-71.768889,,,
IC1642,18.113745,15.750556,0.4,15.5,IC1645
IC1643,18.035415,-0.409722,0.8,14.2,
IC1644,17.299995,-73.195556,,,
IC1645,18.113745,15.750556,0.4,15.5,IC1642
IC1646,18.182505,15.706944,0.5,14.5,
IC1647,18.31041,38.885278,0.7,15,
IC1648,18.425835,33.218056,0.4,14.4,
IC1649,17.96166,-55.856667,1.7,13.9,
IC1650,18.07875,-50.401944,1.3,13.6,
IC1651,18.364995,2.068611,,,
IC1652,18.73542,31.947778,1.1,13.5,
IC1653,18.781245,33.377778,0.8,13.1,NGC443
IC1654,18.79917,30.195278,1.3,13.2,
IC1655,17.97417,-71.331667,1,,
IC1656,18.90792,33.066389,2.2,14,NGC447
IC1657,18.52833,-32.650556,2.4,12.4,IC1663
IC1658,18.95667,31.080556,1.9,14.3,NGC444
IC1659,19.025835,30.348333,1.2,13.1,
IC1660,18.160005,-71.761389,,,
IC1661,19.051665,33.063611,0.7,14,NGC451
IC1662,18.13875,-73.456944,,,
IC1663,18.52833,-32.650556,2.4,12.4,IC1657
IC1664,18.57708,-69.811667,,,
IC1665,19.437495,34.701667,,,
IC1666,19.9725,32.466667,1.1,13.5,
IC1667,19.67583,-17.050278,1,13.6,
IC1668,19.72167,33.172222,0.3,15.2,
IC1669,20.02875,33.183889,1,14.8,
IC1670A,19.70292,-16.803611,1.9,13.6,
IC1670B,19.720005,-16.803056,1.4,13.6,
IC1671,19.75917,-17.061111,1.3,13.2,IC93
IC1672,20.15958,29.698889,1.3,13,
IC1673,20.19291,33.045556,0.3,14.1,
IC1674,19.750005,-50.633333,,,
IC1675,20.25042,34.248889,0.8,13.4,
IC1676,20.243745,30.26,0.5,14.6,
IC1677,20.27958,33.215556,0.9,14.1,
IC1678,20.26083,5.560278,0.4,14.4,
IC1679,20.435415,33.492778,0.5,14.8,
IC1680,20.46417,33.281944,0.7,14.4,
IC1681,20.338335,0.090556,1,13.8,
IC1682,20.555835,33.259722,0.8,13.6,
IC1683,20.66292,34.437222,1.3,13.5,
IC1684,20.72166,33.413056,0.6,15,
IC1685,20.77791,33.190833,0.5,14.7,
IC1686,20.79792,33.459722,1.7,12.1,NGC499
IC1687,20.83041,33.276944,0.5,13.7,
IC1688,20.867505,33.082778,0.4,15,
IC1689,20.950005,33.055,0.9,13.8,
IC1690,20.956245,33.156944,0.5,13.9,
IC1691,21.10791,33.406667,0.4,15.2,
IC1692,21.16542,33.235278,0.4,14.6,
IC1693,21.009585,-1.656944,0.5,15.2,
IC1694,21.19875,1.607778,0.6,14.1,
IC1695,21.28125,8.699167,0.7,14,
IC1696,21.21834,-1.617222,0.9,13.6,
IC1697,21.26208,0.445,0.9,13.8,
IC1698,21.34209,14.838333,1.3,13.5,
IC1699,21.27333,14.911111,,,
IC1700,21.35292,14.864722,1,12.9,IC107
IC1701,21.459585,18.185,1.2,14.4,
IC1702,21.48417,16.601111,1.2,13.6,
IC1703,21.60459,-1.638333,1.8,13.5,NGC557
IC1704,21.789585,14.775833,1.1,13.3,
IC1705,21.68667,-3.501667,0.9,13.4,
IC1706_1,21.87834,14.819167,0.3,15,
IC1706_2,21.880005,14.819444,0.3,15,
IC1707,22.000005,37.117222,,,
IC1708,21.23541,-71.183889,,,
IC1709,21.98709,-35.7175,2.2,12.6,NGC568
IC1710,22.693335,21.440278,1.7,12.8,NGC575
IC1711,22.729995,17.188889,2.6,13.6,
IC1712,22.835415,-6.867222,4.1,10.5,NGC584
IC1713,23.1825,35.324444,,,
IC1714,23.221245,-13.024722,0.5,15.2,
IC1715,23.39334,12.585556,0.7,14,
IC1716,23.36166,-12.308056,,,
IC1717,23.125005,-67.533333,,,
IC1718,24.61209,33.365278,0.6,14.4,
IC1719,24.399165,-33.924167,1.6,12.6,
IC1720,25.089165,-28.913889,1.5,12.9,
IC1721,25.351665,8.526111,1,13.3,
IC1722,25.761255,-34.188056,1.5,13.9,
IC1723,25.808745,8.888889,3.3,13.1,
IC1724,25.78959,-34.242222,1.3,12.9,
IC1725,26.29959,21.776667,0.3,14.6,
IC1726,26.33166,4.619167,0.3,13.8,
IC1727,26.875005,27.3325,5.7,11.5,
IC1728,26.935005,-33.601667,1.3,13.3,
IC1729,26.980005,-26.891944,1.6,12.6,
IC1730,27.49125,22.012778,0.8,14.4,
IC1731,27.55209,27.196111,1.5,13.3,
IC1732,27.700005,35.933056,1.5,14,
IC1733,27.67875,33.082222,1.2,13,
IC1734,27.319995,-32.743333,1.6,12.8,
IC1735,27.71583,33.091944,0.5,15.2,
IC1736,27.721665,18.3025,1.1,14.1,
IC1737,27.92667,36.25,,,
IC1738,27.782085,-9.793056,0.9,13.9,
IC1739,27.62208,-34.055556,0.8,14.1,
IC1740,27.214995,-30.086389,,,
IC1741,27.98625,-16.7875,0.8,14.2,
IC1742,28.30959,22.721111,0.8,14.2,
IC1743,28.24791,12.708333,1.8,12.9,NGC716
IC1744,28.411665,19.840833,1.4,13.2,NGC719
IC1745,28.24584,-16.669167,0.5,15.4,
IC1746,28.60083,4.803611,1.4,13.8,
IC1747,29.39916,63.322778,0.32,12,
IC1748,29.03667,17.641111,1,13.7,
IC1749,29.045835,6.745556,0.9,13.6,
IC1750,29.07792,4.076389,0.9,14.6,
IC1751,29.087085,5.628611,3,11.1,NGC741
IC1752,29.31417,28.614167,0.3,15.3,
IC1753,29.330415,28.589444,0.4,13.9,
IC1754,29.207505,4.026111,0.8,14.5,
IC1755,29.29083,14.549722,1.4,13.8,
IC1756,29.27166,-0.468333,1.4,14.6,
IC1757,29.29791,-0.473611,0.6,15.7,
IC1758,29.218755,-16.541667,0.6,15,
IC1759,29.481255,-32.987222,1.5,12.9,IC1760
IC1760,29.481255,-32.987222,1.5,12.9,IC1759
IC1761,29.717505,0.568889,0.9,14.4,
IC1762,29.4525,-33.239722,1.8,13.5,
IC1763,29.79792,-27.811389,1,13.8,
IC1764,30.09708,24.579722,1.2,13.3,
IC1765,30.2775,31.881944,1.6,12.2,NGC783
IC1766,30.41667,31.826667,1.5,13,NGC785
IC1767,29.997495,-11.078611,1.8,13.6,
IC1768,30.207495,-25.026389,0.7,13,
IC1769,30.22833,-31.920556,0.8,14.7,
IC1770,30.559995,9.980833,1,13.8,
IC1771,30.56583,9.968611,0.5,14.2,
IC1772,30.67833,7.745556,0.7,13.6,
IC1773,31.00917,30.8325,1.4,13.7,NGC804
IC1774,30.995835,15.317778,1.6,13.9,
IC1775,31.32291,13.505556,0.7,15,
IC1776,31.31292,6.105556,1.3,13.2,
IC1777,31.535835,15.21,0.7,14.8,
IC1778,31.580835,9.227222,1.4,14,IC199
IC1779,31.60791,3.706389,0.4,13.8,
IC1780,31.71291,14.722222,0.7,14.9,
IC1781,31.720005,-0.518056,0.4,14.5,
IC1782,31.83333,-25.441667,1.7,12.8,NGC823
IC1783,32.524995,-32.939722,2,12.5,
IC1784,34.05333,32.649167,1.4,13.1,
IC1785,34.0875,32.666944,0.9,14.7,
IC1786,34.02291,5.146111,0.4,14.4,
IC1787,34.044165,-11.925556,2.2,13.6,IC217
IC1788,33.95916,-31.201111,2.6,11.6,
IC1789,34.463745,32.395556,2.2,13.7,
IC1790,34.407915,12.509167,1,14.9,
IC1791,34.42209,12.470278,1,13.3,
IC1792,34.75458,34.461667,1.1,13.6,
IC1793,35.38416,32.544167,1.5,13.8,
IC1794,35.375415,15.762222,0.9,13.8,
IC1795,36.365835,62.019444,10,,NGC896
IC1796,35.69709,-41.370833,1.1,12,
IC1797,36.366255,20.395556,0.7,14.7,
IC1798,36.564585,13.430833,0.3,15.5,
IC1799,37.190835,45.971111,1.1,13.7,NGC920
IC1800,37.130835,31.413333,,,
IC1801,37.05375,19.583056,1.6,13.8,
IC1802,37.30791,23.083333,1.3,13.4,
IC1803,37.321665,23.140833,0.3,15,
IC1804_1,37.47666,23.097222,0.8,13.9,
IC1804_2,37.45791,23.108611,0.3,14.7,
IC1805,38.200005,61.461667,20,6.5,
IC1806,37.39542,22.943889,0.7,15.1,
IC1807,37.628745,22.950278,0.4,14.7,
IC1808,37.629585,-4.215556,0.7,13.7,NGC963
IC1809,37.918755,22.9175,0.9,13.9,
IC1810,37.36083,-43.076667,1.3,13.2,
IC1811,37.65834,-34.264722,1.3,13.4,
IC1812,37.382505,-42.811389,2,12.2,
